"yrbrn","prtvteit","prtclfit","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","likrisk","liklead","sothnds","eqwrkbg","eqpolbg","ppltrst","trstlgl","trstplc","trstplt","trstep","trstun","lrscale","euftf","atchctr","atcherp","ccrdprs","edlvfit","trstprl","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","ccnthum","dscrgrp","ctzcntr","brncntr","feethngr","pbldmna","volunfp","mbtru","emplrel","impcntr","hincfel","polintr","aesfdrk","gincdif","freehms","vteurmmb","lrnobed","domicil","loylead","wprtbym","actrolga"
"1954",NA,NA,"4",NA,"1",NA,"2","5","4","5","0","0","6",NA,NA,"0",NA,"5","0",NA,NA,"2","3","8","5",NA,NA,"5","1","4","3","3","6","2","5","3","2","3","3","1","5","3","2","1","1",NA,"2","2","3",NA,"3",NA,"3","3","2",NA,"33",NA,NA,NA,"2","1"
"1993","3","3","1","6","1","1","1","1","1","1","0","1","6","6","6","6","5","7","5","4","4","5","7","8","6","7","9","1","1","3","2","2","1","2","4","1","1","1","2","2","3","3","2","1","1","1","2","2","3","1","1","2","3","3","1","1",NA,"2","3","2","1","2"
"1973","2","2","1","3","1","3","2","2","1","1","5","3","6","6","6","3","7","7","6","7","7","2","9","8","9","8","9","4","1","2","1","1","1","1","4","2","4","1","1","2","1","4","2","1","1","1","2","2","1","1","1","1","2","2","1","1","1","3","3","2","1","3"
"2003",NA,NA,"3","4","2","3","4","3","2","2","0","0","1","6","6","5","0","10","0","0","0","5","0","5","5","0","4","5","2","5","2","2","2","2","2","2","3","2","2","1","2","1","2","1","1","1","2","2","3","1","4","4","4","1","4","2","1","2","4","4","1","1"
"1964",NA,"2","2","4","2","2","2","2","2","2","0","0","6","6","2","0","2","2","2","0","0","0","0","10","5","10","9","2","2","6","2","2","2","2","6","2","2","2","2","2","6","4","2","1","1","1","2","2","3","1","2","2","2","2","1","1","1","1","4","5","1","2"
"1970",NA,NA,"4","4","1","2","1","4","2","3","0","0","5","0","0","2","6","8","0","5","5",NA,"10","7","7","6","4","4","3","5","3","3","3","2","6","2","1","1","2","1","5","4","1","1","2","2","2","2","3","1","1","4","4","1","1","5","1","1","4","3","1","1"
"1953",NA,NA,"2","6","1","1","1","3","1","2","0","2","5","5","5","7","6","8","5","4","4","4","5","8","5","8","4","4","1","3","1","1","2","2","4","1","3","2","2","1","3","3","2","1","1","1","2","2","3","1","2","3","3","2","2","3","2","2","3","3","2","2"
"1997",NA,NA,"3","3","3","3","3",NA,"4","3","4","3","5","4","5","2","0","2","0","0",NA,"5","2","6","5","8","12","0","2","2","3","3","2","3","4","2","2","2","3","3","3","4","2","1","1","1","2","2","3",NA,"3","2","4","2","1","1","33","3","3","1","2","1"
"1945",NA,NA,"4","4","4","3","3",NA,"3","3","0","0","4",NA,NA,"2","3","2","6","5","5",NA,"5","2","5","3","9","2","4","4","4",NA,"4","4","4","4",NA,"5","5","4","4","4","2","1","1","1","2","2","3","1","3","3","3","3","4",NA,"44","3","4","3","2","2"
"1999","1",NA,"3","4","2","3","2","2","3","2","3","3","5","4","4","5","8","8","7","8","8","8","8","7","7","7","9","7","2","3","2","2","2","2","4","2","2","2","3","3","2","4","2","1","1","1","2","2","3","1","1","2","3","2","1","1","1","2","4","3","1","2"
"1955",NA,NA,"3","5","3","4","2","3","3","3","0","1","5","5","6","5","7","8","2","4","5","6","4","8","4","6","4","5","2","4","3","2","3","2","6","2","2","2","2","2","3","4","2","1","1","1","2","2","3",NA,"2","3","4","2","4","3","55","2","3","4","2","2"
"1937",NA,NA,"2","5","1","3","3","3","3","3","6","1","5","6","6","2","1","7","0","4","4","5","9","10","10","7","17","2","3","5","1","1","4","2","4","2","3","2","2","2","2","3","2","1","1","1","2","2","3","1","3","1","3","3","2","2","1","1","4","4","2","2"
"1965","3",NA,"2","4","1","3","1","2","4","3","1","3","5","5","6","7","6","9","4","4","5","5","7","7","6","6","4","4","2","3","1","2","2","2","5","2","2","1","2","2","4","3","2","1","1","1","2","2","3","2","1","2","3","2","2","2","1","2","3","2","2","3"
"1965",NA,NA,"2","4","3","3","2","2","1","3","1","1","6","4","5","5","3","4","2","2","2","6","2","7","2","6","4","5","1","3","2","1","2","1","5","3","1","1","2","2","2","3","2","1","1","1","2","2","3",NA,"2","3","3","2","3","2","2","2","3","2","1","2"
"1983","5","5","1","4","1","4","2","1","2","2","1","4","6","6","6","7","6","8","3","4","5","6","4","8","7","7","17","4","2","2","2","1","2","2","4","2","2","2","1","2","3","3","2","1","1","1","2","1","3","1","2","2","3","2","3","1","1","2","3","2","2","3"
"1990",NA,NA,"1","5","1","1","1","1","2","2","2","3","4","6","6","7","7","9","1","5","5","5","5","10","5","8","8","3","3","3","1","2","2","2","5","1","2","2","2","2","3","4","2","1","1","1","2","2","3","1","2","2","3","1","2","2","2","3","4","5","1","1"
"1993",NA,NA,"2","4","1","3","3","2","2","3","3","1","4","6","6","4","6","6","3","2","2",NA,"5","8","7","7","8","3","2","4","2","3","3","3","3","3","3","2","2","3","3","3","2","1","1","1","2","2","3","1","2","2","3","2","1","1","1","4","3","5","4","2"
"1958","2","2","4","5","1","5","1","5","2","2","0","0","5","6","6","3","3","6","1","4","5","2","10","10","10","8","4","2","1","4","3","1","4","1","4","1","1","1","1","3","5","3","2","1","1","1","2","2","3",NA,"1","3","3","2","1","1","1","2","1","2","1","1"
"1982","8",NA,"1","5","1","1","1","4","1","1","0","2","6","6","6","7","8","8","4","4","4",NA,"4","10","9","2","8","4","2","2","1","1","1","1","6","2","2","1","1","1","2","3","2","1","1","1","2","2","2","1","1","2","2","1","3","1","1","2","4","5","2","3"
"1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3","6","6","3","2","3","2","1","2",NA,NA,"4","4","7","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2","1","1","1","2","2","3",NA,"1","3","4",NA,"1","1",NA,"3","4",NA,"3","1"
NA,NA,NA,NA,"5","2",NA,"1",NA,NA,NA,"0",NA,NA,"5",NA,"0",NA,"5","0",NA,NA,NA,NA,"5","1",NA,NA,NA,NA,"3",NA,"2","4","3","6","2",NA,"3",NA,"1","4",NA,"2","1","1",NA,"2","2","3",NA,NA,"3","4",NA,"2","3","55","3",NA,"3","2","1"
"1955","1","1","2","3","1","2","4","3","1","2","4","4","4","5","5","7","7","7","5","5","6","5","5","8","6","7","8","4","2","3","3","2","2","2","3","3","4","2","2","2","3","3","2","1","1","1","2","2","2","1","2","2","3","3","2","2","1","2","4","2","3","2"
"1963",NA,NA,"3","3","3","3","3","3","3","3","0","0","6","6","3","0","7","7","5","6","6",NA,"4","10","6","7","4","6","3","3","3","3","3","3","3","3","3","3","3","3","3",NA,"2","1","1","1","2","2","3","1","2",NA,"2","2","2","2","1","2","4","2","2","3"
NA,"2","2",NA,NA,"1","4","2","5",NA,NA,"0","0",NA,"5",NA,"3","3","5","2","3",NA,"3","0","5","3","5","4","3","1","4",NA,"3",NA,"3","5",NA,NA,"3",NA,"3",NA,"4","2","1","1",NA,"2","2","3",NA,"3","2","4",NA,"1",NA,NA,NA,NA,"3","2","2"
"1945","4",NA,"4","5","1","4","1","5","2","2","2","1","5","6","6","2","4","9","0","2","2","8","5","10","6","4","4","1","5","5","2","1","5","1","6","2","1","1","1","1","1","2","2","1","1","1","2","2","3",NA,"2","2","3","3","1","2","55","2","3","2","3","1"
"1970",NA,NA,"2","4","1","3","1","3","1","1","4","3","5","6","6","6","8","9","0","4","5","6","2","10","6","6","9","1","1","3","1","1","3","3","3","2","2","1","2","1","2","3","2","1","1","1","2","2","3","1","3","2","4","2","1","2","55","2","3","3","3","1"
"1943",NA,NA,NA,NA,"2","2","2","2","2","2","0","0","6","6","3","0","7","7","5","5","5",NA,"0","10",NA,NA,"4","5","2",NA,"2","2",NA,"2","5","2","2","2","2","2","4",NA,"2","1","1","1","2","2","3",NA,"3","2","2","2","1",NA,NA,"2","3","2","1","2"
"1985",NA,NA,"3","3","4","1","1","3","3","2","5","5","5","6","5","6","3","3","3","3","3",NA,"6","0","0","6",NA,"3","3","2","3","3","3","2","4","1","2","5","2","1","2","3","2","1","1","1","2","2",NA,"1",NA,"2","4","2","1","2","55","2","1","3",NA,"2"
"1984",NA,NA,"3","3","3","3",NA,"3","4","4","4",NA,"4","4",NA,"5","4","6","8","8","5","7","5","6","3","5","9","8","4","3","4","3","4","4","5","5","5","6","6","4","4","2","2","1","1","1","2","2","3",NA,"3","3","3","3","2","3","44","3","4","3","3","2"
"1985",NA,NA,"3","5","3","3","3","3","3","3","2","0","5","6","4","0","2","5","0","0","0",NA,"5","7","0","6","8","6","2","3","2","2","3","3","4","4","2","2","2","2","3","4","2","1","1","1","2","2","2",NA,"2","3","3","2","1","3","1","4","3","5","2","2"
"1980","3",NA,"3","3","3","3","4","2","4","3","4","4","4","5","5","1","7","8","3","5","5",NA,NA,"6","6","8","4","4","2","4","4","3","2","3","4","3","2","3","4","3","3","4","2","1","1","1","2","2","3",NA,"1","2","4","2","2","1",NA,"3","1",NA,"1","1"
"1974","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","5","4","6","6","7","3","6","2","0",NA,"6","5","7","4","6","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2","1","1",NA,"2","2","3","1","2","3","2","2","1","3","2",NA,"3","2","1","2"
"1991",NA,NA,"1","4","2","2","2","1","4","1","6","6","6","6","6","7","4","7","0","5","6",NA,"6","6","6","5","9","1","1","1","1","1","2","1","1","2","1","1","1","2","1","3","2","1","1","1","2","2","3","1","1","1","4","2","1","1","55","2","3","4","3","1"
"1944",NA,NA,"3","5","2","2","1","2","2","3","0","0","4","5","5","5","4",NA,"5","4","5","5","5","6","2","4","4","5","6","5","1","2","3","2","5","5","6","3","2","1","2","2","2","1","1","1","2","2","3",NA,"2","3","4","2","2",NA,NA,"3","3","1","1","2"
"1952",NA,NA,"5","5",NA,"5","2","5",NA,"2","0",NA,"6","4",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"2","4","0","2","5","3","2",NA,NA,"5","2","2","3","3","1","5","3","2","1","1",NA,"2","2","2","2",NA,"2","4","3","1","3","2",NA,"3","4","2","1"
"1972","2",NA,"2","5","1","4","1","1","1","1","4","4","5","6","6","3","4","7","3","4","4","4","8","9","9","6","4","4","1","4","1","1","3","1","4","1","1","1","1","2","3","3","2","1","1","1","2","2","3",NA,"1","2","3","3","1","2","1","2","3","2","1","2"
"1936",NA,NA,"2","3","4","2","1","3","2","4","2","4","3","4","4","5","4","4","3","3","4","5",NA,"4","4","5","2","3","3","2","3","3","4","3","2","3","3","4","1","1","1","2","2","1","1","1","2","2","3",NA,"3","3","3","2","2","3",NA,NA,"4",NA,NA,"2"
"2005",NA,NA,"1","3","1","1","2","4","4","4","4","5","5","5","6","9","10","8","0","4","8",NA,"5","10","10","8","4","0","3","1","1","1","1","1","2","3","4","1","1","3","1","4","2","1","1","1","2","1","3",NA,"2","1","4","2","3","1","1","5","3","5","2","1"
"1961","3",NA,"2","5","1","5","2","2","1","1","2","2","5","5","5","2","6","8","3","5","6","5","5","8","6","5","4","3","1","3","2","1","2","2","4","1","1","1","1","1","2","3","2","1","1","1","2","2","3",NA,"2","2","3","2","1","2","55","2","3","3","2","2"
"2000","1","1","1","5","1","1","1","1","2","2","3","4","5","6","6","8","6","8","5","4","5","6","6","10","8","9","8","6","2","1","1","2","1","1","3","1","1","1","2","3","1","4","2","1","1","1","1","2","3",NA,"2","1","3","3","2","1","1","2","3","2","3","3"
"1943",NA,NA,"4","5","2","4","2","5","2","3","0","1","4","3","3","5","7","8","1","2","2",NA,"5","8","5","6","2","3","2","2","3","2","2","2","6","2","2","3","3","1","6","3","2","1","1","1","2","2","3",NA,"3","3","4","2","1","3",NA,"2","3","3","2","1"
"1970",NA,NA,"3","4","3","3","2","1","2","3","0","5","6","5",NA,"7","5","7","2","0",NA,"6","5","4","0","6","4","6","2","2","1","2","2","1","6","3","3","2","3","1","2","4","2","1","1","1","2","2","2",NA,"2","2","3","2","2","2","2","2","3","4","2","2"
