"yrbrn","prtvteit","prtclfit","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","likrisk","liklead","sothnds","eqwrkbg","eqpolbg","ppltrst","trstlgl","trstplc","trstplt","trstep","trstun","lrscale","euftf","atchctr","atcherp","ccrdprs","edlvfit","trstprl","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","ccnthum","dscrgrp","ctzcntr","brncntr","feethngr","pbldmna","volunfp","mbtru","emplrel","impcntr","hincfel","polintr","aesfdrk","gincdif","freehms","vteurmmb","lrnobed","domicil","loylead","wprtbym","actrolga"
"1980","3",NA,"1","2","2","1","2","1","2","2","3","4","4","5","5","2","7","7","3","0","4","4","1","7","0","7","9","0","2","2","1","2","1","2","2","2","2","1","2","2","1","4","2","1","1","1","2","2","3","1","2","2","2","3","2","2","2","1","3","2","2","3"
"1969","2","2","2","4","2","4","2","2","2","2","2","1","5","6","6","5","6","6","5","6","7","1","8","9","7","10","6","6","2","3","2","2","2","2","4","2","2","2","1","2","3","3","2","1","1","1","2","2","3","1","1","2","3","2","2","2","1","1","2","3","4","2"
"1980","4","4","2","3","2","3","2","2","2","2","4","4","4","6","5","4","3","8","7","3","6","8","1","10","3","2","9","8","4","5","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","2","2","3","1","2","1","2","2","4","2","2","2","4","2","4","2"
"1995",NA,NA,"2","3","3","3","1","3","3","3","4","3","3","6","6","6","7","8","4","7","7","6","8","8","6","3","9","7","3","2","2","3","3","2","3","3","4","2","2","2","3","3","2","1","1","1","2","2","3","1","2","2","3","1","3","1","1","2","3","3",NA,"2"
"1950","2","2","3","4","2","3","3","3","3","3","2","1","4","5","5","3","6","7","5","7","4","2","6","9","8","7","4","2","3","4","3","3","3","2","4","4","3","2","2","2","4","4","2","1","1","1","2","1","3","6","2","1","3","3","2","2","1","2","3","2","4","2"
"1992",NA,NA,"1","3","1","2","1","1","1","1","0","4","4","6","6","3","4","6","0","6","2","2","8","10","10","2","12","2","2","2","1","1","1","1","4","1","2","1","1","1","2","3","2","1","1","1","2","2","3","1","2","2","4","2","2","1","1","2","4","3","3","1"
"1981","6","6","2","4","1","2","2","2","2","3","3","5","5","6","6","6","6","6","3","6","6","4","9","8","9","6","6","4","4","2","2","2","2","1","2","4","3","1","2","2","1","4","2","1","1","1","1","2","3","1","2","2","2","3","1","1","1","1","3","4","3","2"
"1944",NA,NA,"3","3","2","2","2","3","4","2","0","4","5","5","4","5","9","10","1","4","5","4","4","8","4","8","2","3","2","2","2","2","2","2","6","2","1","1","2","2","4","4","2","1","1","1","2","2","3","6","2","3","4","3","1","2","44","3","3","2","2","1"
"2002","2","2","1","4","1","2","2","1","2","1","2","4","4","6","6","5","4","5","3","5","4","2","6","8","5","8","9","6","1","3","2","1","1","1","3","3","3","1","1","4","2","4","2","1","1","1","1","1","3","6","1","1","2","1","1","1","1","3","4","3","1","3"
"1951",NA,NA,"2","2","2","2","1","1","2","3","3","4","6",NA,NA,"8","4","4",NA,NA,NA,NA,"5","8","8",NA,"4","0","2","1","1","2","2","1","6","1","1","1",NA,NA,"1",NA,"2","2","2","2","2","2","3","1","2","3","4","2","3","3",NA,"3","3","3","1","3"
"1990",NA,NA,"1","1","2","1","1","1","2","2","3","4","4","4","4","1","6","6","6","6","3",NA,"5","5","2","3","9","6","1","2","1","3","1","1","4","2","2","1","1","2","1","5","2","2","2","2","2","2","3","1","3","2","4","3","2","2","55","3","3","2","1","1"
"1946","1","1","2","3","2","3","4","4","2","3","4","5","4","6","6","4","7","6","6","6","6","8","6","7","7","7","9","6","4","4","1","4","3","4","3","2","3","4","4","3","2","3","2","1","1","1","2","2","3","6","3","1","2","2","1","1","1","1","3","1","2","2"
"1990","3",NA,"1","2","2","2","2","3","2","2","3","4","4","6","6","4","0","0","0","0","0","3","5","8","8","5","9","0","2","3","1","3","3","3","5","2","2","3","2","3","4","3","2","1","1","1","2","2","3","1","1","2","3","2","1","1","1","4","3","4","3","1"
"1946",NA,NA,"4","6","4","5","2","5","3","4","0","0","3","3","4","4","1","6","1","1","0","3","2","7","4","3","4","1","4","5","5","4","5","5","6","5","4","5","3","4","6","3","2","1","1","1","2","2","3","6","3","3","4","3","2","3","2","3","4","3","3","1"
"1951","3",NA,"4","5","3","3","1","4","3","2","1","2","5","3","3","6","6","9","3","5","6","4","5","9","5","4","4","4","1","4","2","2","3","2","4","3","1","2","2","2","2","5","2","1","1","2","2","2","3","6","3","2","4","4","2","2","1","2","3","2","3","1"
"1993","1","1","2","3","3","2","1","2","1","3","2","4","4","5","5","7","9","9","6","4","3","7","3","10","6","7","12","6","3","2","2","3","1","1","4","2","2","2","2","2","3","3","2","1","1","1","2","2","3","6","3","2","2","2","2","2","2","2","3","2","4","3"
"1942",NA,NA,"4","3","1","5","3","4","2","6","2","3","2","5","3","7","6","9","5","6","4",NA,"5","8","6","7","2","7","2","5","1","3","2","1","3","2","4","2","3","2","1","4","2","1","1","1","2","2","3","1","4","1","2","3","2","4",NA,"2","4","4","3","2"
"2001",NA,NA,"2","5","1","2","1","2","1","2","0","3","4","6","6","6","7","8","4","7","6",NA,"5","10","9","7","13","7","2","3","2","2","2","1","6","1","2","2","2","3","3","4","2","1","1","1","2","2","3","6","1","2","4","2","1","1","1","1","4","2","3","2"
"1955","3",NA,"2","4","3","4","4","3","4","4","0","2","6","3","3","7","6","9","3","5","5","6","4","10","0","7","2","4","4","5","5","4","4","4","5","4","4","4","3","4","4","4","2","1","1","1","2","2","3","6","3","3","4","2","2","2","1","2","4","2","2","2"
"1958","2","2","5","6","2","5","2","2","3","2","0","0","5","6","4","3","8","7","5","6","5","2","5","9","8","5","4","6","3","2","1","3","2","3","6","2","2","3","1","4","6","5","2","1","1","1","2","2","2","1","2","1","3","2","2","2","1","3","4","7","4","2"
"1957","1","1","1","3","2","1","2","2","1","1","4","5","4","5","5","5","1","7","6","5","6","10","0","10","5","8","17","7","2","1","1","2","2","2","3","2","1","2","1","1","1","5","2","1","1","1","2","1","3","6","2","7","2","2","4","2","2","1","4","2","2","3"
"1944","4",NA,"3","2","1","5","2","4","2","2","0","2","4","6","2","3","4","6","0","6","7","7","7","10","7","0","2","7","1","5","3","1","5","1","6","3","2","2","4","2","3","5","1","1","1","1","2","2","3","6","1","3","3","4","2","4","1","2","1","2","2","2"
"1961",NA,NA,"1","6","1","3","1","3","1","1","0","2","5","6","6","0","2","4","0","3","2","6","5","8","6","5","9","2","6","5","1","1","2","1","6","1","4","1","2","1","2","3","2","1","1","1","2","2","3","1","2","1","4","2","2","2","1","1","4","3","3","1"
"2005",NA,NA,"3","2","1","1","1","1","3","3","3","1","2","6","6","6","4","4","3","4","4",NA,"8","8","7",NA,"4","3","2","2","1","1","1","1","2","2","1","2","2","2","2","4","2","1","1","1","2","2","3","6","1",NA,"4","3","2","1","1","3","3","3","1","1"
"1962","5",NA,"3","4","1","4","1","5","3","3","0","0","5","6",NA,"4","2","2","1","5","5",NA,"0","8","5","7","1","6","1","4","3","2",NA,"1","5","3","4","3","3","4","3","3","2","1","1","1","2","2","3","6","4","4","4","3","1","1","2","1","3","3","2","1"
"1947","6",NA,"4","6","1","5","1","5","2","3","0","2","4","6","6","7","7","8","5","6","7","5","6","9","7","6","4","8","2","6","4","2","4","2","6","1","2","2","2","1","5","3","2","1","1","1","2","2","3","6","2","2","2","3","1","1","1","1","4","3","2","1"
"1939","4","4","2","4","2","2","2","2","2","2","2","4","4","4","4","4","6","6","4","4","4","6","4","6","4","6","2","4","2","4","2","2","2","2","4","2","2","2","2","2","2","4","2","1","1","1","2","2","2","1","2","2","2","2","2","4","2","2","4","2","2","2"
"1933",NA,NA,"5","1","1","1","1","1","1","3","0","0","2","6","2","3","5","8","4","5","4","3","6","9","7","3","1","7","3","1","1","3","1","3","6","6","5","1","4","5","1","4","2","1","1","1","2","2","3","2","3","3","2","3","2","4",NA,"2","3","2","2","2"
"1995",NA,NA,"2","3","2","4","1","2","2","2","3","4","4","6","6","7","7","10","5","5","5",NA,"5","8","8","3","12","6","4","2","2","1","1","2","3","3","1","1","1","1","3","3","2","1","1","1","2","2","3","2","2","2","3","2","2","3","1","1","4","2","2","2"
"1960",NA,NA,"3","4","1","2","1","2","2","1","0","0","6","6","6","3","6","8","0","4","4",NA,"2","10","6","2","4","1","3","4","1","1","2","1","4","2","1","1","1","1","2","2","2","1","1","1","2","2","3","2","2","3","4","2","2","3","55","2","3","4","2","1"
"1985","2","2","3","3","2","2","1","2","2","2","2","0","2","6","6","3","8","7","3","5","5","3","1","9","8","1","15","6","1","2","1","3","3","4","4","3","2","2","2","6","4","5","2","1","1","1","2","2","3","1","2","1","4","2","2","2","1","2","3","2","2","1"
"1985",NA,NA,"2","6","1","2","2","2","5","3","1","4","5","4","6","7","9","9","1","3","3","5","5","9","4","9","9","8","3","2","2","1","2","2","5","2","4","1","2","3","2","3","2","1","1","1","2","2","3","2","3","1","4","2","1","1","2","2","4","5","1","2"
"1958","2",NA,"2","2","3","4","3","4","3","4","3","4","3","4","4","6","6","7","6","7","7","6","3","7","7","6","12","7","3","2","1","2","1","4","5","3","2","3","3","2","2","5","2","1","1","1","1","2","3","1","2","2","2","3","2","3","2","3","4","3","2","3"
"1965",NA,NA,"1","3","1","1","1","1","1","2","3","5","6","6","6","1","9","10","2","3","3",NA,"0","10","8","5","8","0","2","2","2","1","1","1","3","3","3","2","1","2","2","3","2","1","1","1","2","2","1","1","3","2","2","1","2","1","1","1","4","3","2",NA
"1938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","5","2",NA,"0","5","6","0","0","0",NA,"0","10",NA,"0","4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1","1","1","2","2","3","2","4","7","3","2","2","4","55","2","3",NA,"1","1"
"1988",NA,NA,"3","4","2","4","1","4","3","3","0","0","5","5","5","6","5","5","5","3","0","5","1","10","2","7","7","5","1","4","2","2","4","3","5","2","4","4","2","3","3","4","2","1","1","1","2","2","1","1",NA,"1","3","2","2","3","2","2","4","3","3","1"
"1935",NA,NA,"3","6","2","2","1","2","2","2","0","4","4","5","5","8","10","10","5","9","9","8","7","9","2","10","2","7","2","1","3","2","1","2","6","1","2","2","1","1","2","4","2","1","1","1","2","2","3","6","2","1","4","1","1","2","55","2","4","2","1","1"
"1982",NA,NA,"3","3","2","2","3","3","3","3","2","3","3","3","3","2","3","4","0","0","0","5","3","5","0",NA,"11","1","3","4","3","3","3","3","4","2","3","2","2","3","3","55","2","1","1","1","2","1","3","2","3","1","4","3","2","2","2","2","3","1","3","2"
"1939","1","1","1","1","1","1","1","1","1","1","0","1","4","6","6","2","0","8","7","0","3","9","0","7","3","7","3","7","2","5","2","1","3","2","4","3","3","2","2","2","4","3","1","1","1","1","2","2","3","1","3","2","4","2","2","4","1","1","2","1","2","2"
"1987","2",NA,"2","4","1","4","1","3","2","2","1","0","5","6","6","5","4","6","0",NA,NA,"5","3","8","5","5","8","2","1","4","3","1","4","1","5","1","4","2","1","4","4","4","2","1","1","1","2","1","1","1","2","2","4","2","2","1","2","3","3","4","4","1"
"1954",NA,NA,"4","4","1","1","1","1","2","1","0","2","3","6","6","7","5","5","4","5","4",NA,"4","10","4","5","4","5","1","4","1","2","1","1","5","1","1","1","1","1","4","3","2","1","1","1","2","2","2","1","1","3","2","3","3","3","1","1","3","1","1","3"
"2000","3","3","2","3","1","2","2","2","2","2","2","3","4","6","6","10","8","9","4","6","9","5","3","7","5","8","12","3","4","2","1","3","2","1","3","3","1","2","1","3","2","4","2","1","1","1","2","1","3","6","1","2","2","2","2","2","1","2","4","2","2","3"
"1936","4","4","4","5","2","4","1","4","1","4","0","0","5","6","5","5","9","10","5","6","7","7","3","10","6","7","2","7","3","5","1","3","5","1","6","1","3","3","2","1","5","3","2","1","1","1","2","2","3","1","3","3","2","2","1","2",NA,"1","4","2","1","2"
"1950",NA,NA,"3","6","1","2","1","3","2","2","0","1","5","5","5","2","4","8","4","3","1","5","4","8","3","7","4","3","1","4","1","2","1","1","5","1","1","1","2","1","4","3","2","1","1","1","2","2","3","2","3","2","3","2","1","2","2","2","4","3","1","1"
"1962",NA,NA,"3",NA,"1","3","2","2","2","3","4","2","4","6","6","1","1",NA,"1","0","0",NA,"0","8","5","5","5","5","3","4","2","2","3","2","3","3","3","3","2","2","3","5",NA,"1","1","1","2","2","3","1","2","7","3","2","3",NA,NA,"1","4","3","2","1"
"1987","3",NA,"2","4","1","2","1","4","2","2","3","5","5","6","6","6","3","8","0","5",NA,"5","5","8","6","3","6","3","3","1","1","1","1","1","2","4","1","1","1","1","1","3","2","1","1","1","1","1","3","1","2","2","3","1","1","1",NA,"1","4","1","1","2"
"1991",NA,NA,"3","5","1","4","4","1","5","1","4","2","5","6","6","6","4","1","0","2","4","1","7","6","5","8","5","3","3","1","1","2","4","6","2","6","1","1","1","6","1","4","2","1","1","1","1","2","1","1","1","3","2","1","1","1","55","5","4","5","5","3"
"1936",NA,NA,"2","4","3","3","1","4","3","4","5","6","2","1","1","2","6","3","6","6","8",NA,"3","8","7","0","2","5","2","4","2","2","2","2","4","2","1","2","2","1","3","3","2","1","1","1","1","2","3",NA,"3","3","1",NA,"3","5","1","2","4","3","2","3"
"1946","5",NA,"6","6","3","5","3","3","3","3","0","4","4","4","4","5","5","5","3","3","3","7","2","7","6","5","4","4","3","3","3","3","6","3","3","3","4","4","3","4","3","3","2","1","1","1","2","2","3","1","3","2","3","1","1","2","1","3","4","3","3","3"
"1943","2",NA,"5","6","3","3","2","4","2","2","0","0","5","5","6","7","7","10","4","6","8","2","8","10","0","7","2","5","3","4","2","3","3","2","6","2","2","3","3","1","4","5","2","1","1","1","2","1","3","6","2","2","4","4","2","3","2","3","4","3","1","1"
"1957",NA,NA,"3","6","3","2","2","3","3","2","0","0","3","6","5","1","7","5","3","5","6","6","7","7","7","7","4","4","2","3","1","2","2","2","5","3","3","2","2","2","2","4","2","2","2","2","2","2","3","1","2","2","4","2","1","3","65","2","3","3","2","2"
"2006",NA,NA,"1","4","1","4","3","3","6","2","4","3","6","6","6","3","4","1","4","5","5","0","8","5","5","8","4","4","3","1","1","1","2","3","2","4","5","2","2","5","3","4","1","1","1","1","1","1","3","6","2","2","2","4","2","1","1","3","1","4","3","3"
"1937",NA,NA,"2","4","1","4","2","4","3","1","0","1","5","6","6","6","3","8","2","3","3","9","7","9","8","8","2","4","2","4","3","2","3","1","6","2","3","1","1","2","6","3","2","1","1","1","2","2","2","1","2","2","3","3","1","1","1","2","3","3","2","1"
"1964","1","1","4","6","4","2","1","3","3","2","2","2","6","3","5","6","6","9","4","6","6","6","2","10","8","5","8","4","1","4","2","1","2","2","5","1","1","3","3","3","3","4","2","1","1","2","2","2","3","6","3","2","4","4","2","2","1","2","3","2","2","2"
"1938",NA,NA,"6","5","1","6","1","6","1","5","0","0","0","0","0","0","0","8","0","0","0",NA,"0","7","0","3","2","0","3","6","1","6","5","1","6","2","2","5","4","1","6","3","2","1","1","1","2","2","3","6","4","3","4","3","1","5","1","3","4","5","1","1"
"1996",NA,NA,"2","4","2","2","2","2","2","2","4","4","3","0","5","5","5","5","5","5","5",NA,"5","4","4","7","20","5","2","2","2","3","2","3","4","3","3","3","3","3","3","3","2","1","1","1","2","2","3","6","2","1","3","2","3","2","55","3","3","3","3","2"
"1973",NA,NA,"1","5","1","3","3","2","3","1","6","6","2","5","4","8","1","5","0","4","7",NA,"0","10","10","5","9","7","2","1","1","2","1","3","2","1","3","2","3","3","2","3","2","1","1","1","2","2","3","2","2","1","2","1",NA,"2","44","5","4","4","3","3"
"1980",NA,NA,"5","5","6","6","4","5","5","4","4","4","5","3","4","6","7","7","7","7","7","6","6","8","7","7","8","6","4","3","3","6","5","4","4","3","3","3","3","3","5","5","2","2","1","1","1","2","3","6","4","4","3","4","5","4","44","3","4","3","4","3"
"1987","3",NA,"2","2","1","1","2","3","3","1","5","5","6","6","5","3","6","5","3","4","4","8","4","9","5","4","4","4","3","1","1","2","2","2","1","4","3","1","1","3","1","3","2","1","1","1","2","2","3","1","2","4","3","1","1","3","1","1","3","1","2","2"
"1997",NA,NA,"2","3","1","4","1","2","2","2","1","1","6",NA,NA,"8","6","6","0","4","3",NA,"3","9","7","9","4","0","2","2","2","2","3","1","3","3","2","1","1","2","3","4","2","1","1","1","2","2","3","1","2","2","4","2","1","1","1","2","3","3","3","1"
"1966","6",NA,"4","5","1","2","2","3","3","2","2","0","4","6","6","5","8","7","3","4","6","5","5","8","6","2","17","7","4","4","2","3","3","2","2","2","2","2","2","2","2","3","2","1","1","1","2","2","3","1","2","1","3","3","2","2","1","2","4","2","4","3"
"1977","7",NA,"5","3","4","1","6","4","2","4","6","6","2","5","3","5","8","8","8","8","5","2","7","10","10","2","6","7","2","5","3","4","2","5","3","6","3","3","4","5","1","5","2","1","1","2","2","2","3","2","4","1","1","2","3","3","1","1","2","5","4","3"
"1992",NA,NA,"3","4","4","4","3","3","3","4","1","3","3",NA,NA,"1","5","4","3","5","5","1","2",NA,"3","7","8","2","4","3","4","2","2","2",NA,"4","3","2","2","1",NA,NA,"2","1","1","2","2","2","3","1","2","3","3",NA,"2","2","1","2","4","2","3","2"
"1939",NA,NA,"4","5","3","3","2","2","3","3","2","2","4","3","3","0","7","6","4","6","7","4","2","10","1","7","1","3","3","5","3","3","3","3","5","2","2","3","2","2","5","4","2","1","1","1","2","2","3","1","3","4","4","3","2","4","2","2","3","3","3","1"
"2000",NA,NA,"2","4","1","2","2","3","2","2","0","2","6","6","4","4","6","7","3","5","6",NA,"5","10","8","9","9","4","2","4","3","2","2","1","5","1","1","1","1","3","4","5","2","1","1","1","2","1","3","6","2","2","4","3","1","1","1","2","4","2","1","2"
"1961","2",NA,"2","4","1","2","2","3","1","1","0","0","4","6","6","2","8","9","6","6","5","2","2","6","6","3","5","5","3","4","1","1","1","2","5","3","3","1","1","1","1","3","2","1","1","1","2","2","3","1","3","2","2","2","1","1","1","1","3","2","2","2"
"1965","1","1","2","4","1","1","3","2","2","2","3","3","3","6","6","6","5","7",NA,"2","10","10","5","9","3","4","4","3","1","4","2","3","3","3","4","4","1","2","2","2","2","2","2","1","1","1","2","2","3","6","2","2","2","3","1","2","2","2","3","1","3","2"
"1939",NA,NA,"4","2","1","3","1","4","1","3","0","0","4","6",NA,"2","7","8","0","0",NA,NA,NA,"10","2","5","2","0","1","5","3","3","5","1","6","1","3","3","3","1","4","3","2","1","1","1","2","2","3","6","4","3","4","3","1","3","55","1","3","3","2","1"
"1964",NA,"3","4","4","3","3","3","4","4","4","0","2","3","3","3","5","7","7","7","7","7","5","7","9","9","6","2","6","3","3","3","3","3","3","4","3","3","3","3","3","4","2","2","1","2","2","2","2","3","2","2","3","3","2","2","4","1","2","2","3","3","2"
"1971",NA,NA,"1","5","1","1","1","1","1","2","4","5","6","6","6","0","5","8","1","4","1","4","6","10","8","8","17","2","1","1","1","1","1","1","2","2","1","1","1","2","1","4","2","1","1","1","2","2","3","2","2","1","4","1","1","1","2","2","3","4","1","1"
"1968","4","1","1","4","3","3","2","2","1","3","2","3","5","2","2","6","6","9","6","5","6","10","3","10","3",NA,"4","7","3","3","3","3","2","1","3","3","2","1","2","1","1","55","2","1","1","1","1","2","3","1","4","2","2","4","4","5","2","1","4","1","2","3"
"1966",NA,NA,"3","6","1","4","1","2","1","2","0","0","6","6","6","5","6","6","3","7","8","4","8","3","7","8","18","4","1","4","1","1","3","1","5","2","2","2","2","2","1","4","2","1","1","2","2","2","3","1","3","1","3","3","1","1","1","1","3","2","1","2"
"1972",NA,NA,"3","4","3","3","2","4","2","2","3","3","3","6","5","6","5","6","6",NA,NA,"5","7","4","2","6","4","5","3","4","4","4","4","2","4","2","3","3","3","3","4","3","2","2","2","2","2","2","3","1","2","2","3","1","2","1",NA,"3","3","3","2","2"
"1939","4",NA,"4","2","4","2","1","5","4","5","4","2","3","5","5","2","6","6","5","6","6","6","2","8","8","6","2","5","2","1","1","1","3","4","2","4","2","3","2","1","3","4","2","1","1","1","2","2","3","1","4","1","3","2","1","3","1","2","4","3","3","1"
"1981",NA,NA,"2","4","4","4","2","1","2","1","5","6","6","6","6","5","7","5","0","5","5","5","3","10","8","0","8","5","1","1","1","1","2","2","2","2","1","2","2","1","2","2","2","1","1","1","1","1","3","6","2","7","4","2","2","2","44","1","3","1","3","3"
"1937",NA,NA,"1","1","3","2","2","2","2","2","0","0","4","2","2","0","5","8","0","4","3","3","2","8","6","2","4","1","2","2","2","2","2","3","3","3","2","2","3","3","2","4","2","1","1","1","2","2","3","1","3","1","4","4","3","3","2","4","3","4","1","1"
"1934","2","2","4","5","3","4","1","3","3","3","0","0","5","6","6","7","5","8","4","6","7","2","0","10","7","5","4","5","2","3","1","3","3","2","4","2","1","3","2","1","3","3","2","1","1","1","2","2","3","2","1","2","2","4","2","3","1","1","4","3","2","2"
"1959","1",NA,"1","5","2","3","3","2",NA,"2","3","2","5","3","3","8","3","6","3","5","5",NA,"5","9","9","9",NA,"5","2",NA,"2",NA,"1",NA,"6","3","2","2","1","1","1","4","2","1","1","1","1","1","3","1","2","2","4","2","1","2","1","2","3","3","2","1"
"1949",NA,NA,"2","2","3","2","2","3","1","2","4","4","5","2","4","7","7","5","6","7","5","7","6","6","4","7","9","8","2","3","3","2","2","1","1","3","3","3","2","2","1","2","2","1","1","1","2","2","3","1","3","1","2","2","3","2","1","3","4","2","2","3"
"1947",NA,NA,"4","5","2","4","1","3","2","1","0","0","6","6","6","3","8","10","0","4","7",NA,"5","9","6","5","4","0","2","4","1","1","3","1","6","1","3","1","1","1","3","3","2","1","1","1","2","2","3","6","2","2","4","2","1","2","1","2","1","3","1","1"
"1936",NA,NA,"5","4","3","3","3","3","4","4","0","4","1","6","3","5","0","6","0","0","6",NA,"1","6","0",NA,"3","5","3","2","3","3","3",NA,"6",NA,"3","3","3","6","3","55","2","1","1",NA,"2","2","2","6","4","7","4","4",NA,"4","2","2","1",NA,"2","1"
"1974","6",NA,"1","3","3","2","1","2","3","2","4","4","5","5","5","4","5","6","4","3","3","5","5","9","6","5","8","5","4","3","1","3","1","2","3","3","2","3","1","2","3","3","2","1","1","1","2","2","3","1","2","2","3","2","2","2","2","3","4","3","3","2"
"1997","3",NA,"1","3","3","1","2","2","3","3","4","5","4","6","5","5","5","5","3","3","3","5","4","8","4","5","17","4","3","2","1","1","1","1","2","2","1","2","1","3","3","3","2","1","1","1","1","2","3","6","3","2","3","2","1","1","2","3","4","3","3","2"
"1964","2","2","2","4","1","1","2","2","2","2","1","3","4","6","6","3","7","7","5","6","6","4","8","9","7","7","4","5","3","3","2","2","3","3","4","2","2","2","2","2","3","3","2","1","1","1","2","2","3","1","1","2","3","2","1","1","1","2","4","3","2","3"
"1954",NA,"2","3","2","3","2","4","3","3","2","1","5","2","5","4","7","1","3","0","2","2","0","6","7","7","8","7","2","3","1","2","3","2","2","2","1","2","1","2","3","2","3","2","1","1","1","1","1","1","1","2","2","1","4","1","1","1","1","4","1","2","4"
"1960",NA,NA,"3","4","2","4","2","4","3","2","1","1","5","5","5","9","7","5","3","3","2",NA,"2","6","5","1","8","2","2","4","2","2","4","3","4","2","3","2","2","1","5","2","2","1","1","2","2","2","3","1","4","2","4","2","3","4","55","3","4","3","3","2"
"1949","2","2","2","4","2","4","1","1","2","1","2","2","6","6","5","8","8","9","6","6","7","4","8","10","10","10","8","8","2","2","1","1","3","1","3","2","3","2","1","2","3","4","2","1","1","1","2","2","2","1","2","2","2","2","4","2","1","2","2","4","3","3"
"1952",NA,NA,"3","5","2","3","1","4","2","3","0","3","4","6","5","6","5","7","4","4","5",NA,"3","9","6","5","9","7","3","4","3","3","4","1","5","3","5","3","3","3","5","3","2","1","1","1","2","2","3","6","4","1","3","3","3","3","1","1","3","3","4","1"
"1981","3",NA,"2","2","2","2","2","3","1","2","5","5","5","5","6","5","5","6","1","6","5","5","8","8","7","8","5","2","2","3","2","2","2","1","2","2","2","2","3","3","2","3","2","1","1","1","2","1","3","1","2","3","3","3","1","2","1","2","4","4","2","2"
"1934",NA,NA,NA,"4","2","2","2","4","2","2","0","0","5",NA,NA,"0","0","0","0","0","0",NA,NA,"10","3","0","4","0","2","4","3","2","2","2","4","3","2","2","3","3","4","3","2","1","1","1","2","2","3","6","3","2","4","2","1","5",NA,"2","3","2","1","1"
"1952","2","2","2","2","1","2","2","4","3","1","0","3","6","6","6","3","2","9","0","9","9","2","7","3","7","7","9","5","1","4","1","1","1","2","5","1","2","1","1","1","3","4","2","1","1","1","2","2","3","1","1","2","4","2","2","3","1","2","3","1","2","2"
"1964",NA,NA,"2","3","2","2","1","3","1","2","3","5","6","5","5","7","6","6","0","0","0","4","0","10","5","5","4","0","4","4","1","1","1","1","4","1","1","1","1","2","2","3","2","1","1","1","2","2","3","2","3","1","2","1","2","3",NA,"2","4","3","3","1"
"1983","3",NA,"3","1","1","1","1","1","2","2","1","2","3","6","3","6","4","5","2","1","2","3","6","10","6","7","4","3","3","2","1","1","1","1","4","1","1","1","1","1","3","4","2","1","1","1","2","2","2","2","1","3","2","1","1","1","1","2","4","1","1","3"
"1968","1","1","2","4","3","3","3","3","3","2","4","4","4","4","4","4","3","7","4","3","7","8","2","10","5","4","17","4","3","3","3","3","2","2","3","4","3","2","3","3","3","3","2","1","1","2","2","1","3","1","2","2","2","2","4","2","2","2","4","2","4","1"
"1936",NA,NA,"3","5","3","4","2","4","3","3","0","0","3","6","4","6","5","6","0","0","0",NA,"2","7","2",NA,"3","1","2","5","3","3","4","2","6","1","2","2","2","2","3",NA,"2","1","1","1","2","2","3","6","3","2","4","2","4",NA,"55","2","4","2","2","1"
"1961","5",NA,"1","4","1","1","1","2","1","2","2","3","6","6","6","7","7","8","1","4","5","5","0","9","8","7","17","4","1","2","1","2","1","1","4","2","2","1","1","3","2","4","2","1","1","1","2","1","3","2","2","1","3","2","1","2","33","1","3","5","2","3"
"1965",NA,NA,"4","3","3","4","5","2","3","4","3","5","4","5","4","3","3","2","2","3","2","2","4","3","4","1","10","3","5","1","2","2","2","3","4","4","2","3","3","4","4","1","2","1","1","1","2","2","3","1","3","3","2","2","2","3","1","4","3","4","5","2"
"1955",NA,NA,"2","4","1","3","1","3","4","2","1","1","5","4","3","6","6","7","2","4","5","4","9","9","8","7","4","4","1","3","2","1","2","2","4","1","1","1","1","2","2","4","2","1","1","1","2","2","3","1","1","2","3","2","2","2","1","2","1","2","2","2"
"2002",NA,NA,"1","5","2","1","2","2","2","1","5","5","4","6","6","6","9","8","8","7","7",NA,"5","10","10","8","9","9","2","1","1","2","1","2","1","2","4","1","1","3","1","4","2","1","1","1","2","2","3","6","2","1","3","1","2","1","2","2","3","3","3","2"
"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","6","6","6","0","9","7","5","7","7",NA,"7","6","2","7","9","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1","1","1","2","1","1","3","6","2","2","3","3","3","1","1","3","3","5","1","2"
"1952",NA,NA,"4","5","2","5","2","5","2","3","1","2","4","6","6","4","6","6","1","5","5","3","5","10","5","7","4","4","2","5","2","2","4","1","5","4","4","1","2","3","2","3","2","1","1","1","2","2","3","1","1","1","3","2","1","2","1","1","1","4","3","1"
"1984","3",NA,"1","2","1","1","1","1","1","2","1","4","4","6","5","1","0","3","1","2","2","2","0","7","5","8","8","0","2","2","1","1","1","1","3","2","2","2","2","1","3","4","2","1","1","1","2","2","3","2","2","1","2","2","1","1","2","1","4","4","2","2"
