"yrbrn","prtvteit","prtclfit","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","likrisk","liklead","sothnds","eqwrkbg","eqpolbg","ppltrst","trstlgl","trstplc","trstplt","trstep","trstun","lrscale","euftf","atchctr","atcherp","ccrdprs","edlvfit","trstprl","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","ccnthum","dscrgrp","ctzcntr","brncntr","feethngr","pbldmna","volunfp","mbtru","emplrel","impcntr","hincfel","polintr","aesfdrk","gincdif","freehms","vteurmmb","lrnobed","domicil","loylead","wprtbym","actrolga"
"1971","4",NA,"4","4","2","4","2","4","2","2","0","1","5","6","6","0","5","6","0","0","0","7","5","4","4","4","9","0","1","4","2","2","4","2","4","2","2","2","2","3","2","3","2","1","1","1","1","2","3","2","2","2","3","3","2","2","33","3","1","3","2","2"
"1967",NA,NA,"2","3","4",NA,"4","4","4","2","2","2","1","2","2","1","2","2","2","1","1",NA,"2","2","4",NA,"5","1","3","4","4","4","4","5","6","5","5","5","5","4","4",NA,"2","1","1","1","2","2","3","6",NA,"4","3","2","2","2","1","2","4","2","3","2"
"1970",NA,NA,"2","4","1","2","1","4","2","2","0","2","4","5","6","7","7","8","2","2","2",NA,"4","10","5","2","6","5","1","4","1","2","2","1","5","2","2","2","2","2","3","3","2","1","1","1","2","2","3","2","2","1","4","2","1","1","1","1","3","2","2","1"
"1972","4",NA,"2","4","2","3","2","2","3","3","0","3","3","6","6","6","8","8","6","6","6","5","5","7","7","0","9","6","3","4","3","3","3","2","3","4","4","3","2","3","2","4","2","1","1","1","2","2","3","1","3","1","3","2","1","1","1","2","4","1","4","2"
"1986",NA,NA,"1","5","1","2","2","2","2","2","4","1","5","6","6","1","5","5","3","4","7","6","5","6","5","3","5","2","2","5","1","2","1","2","4","2","2","2","1","1","3","3","1","2","2","1","2","2","3","1","3","1","4","2","1","1","1","1","3","1","2","1"
"1943",NA,NA,"4","4","1","4","1","5","1","3","0","0","4","6","6","3","0","0","0","0","0",NA,"3","8","8","5","3","0","2","5","1","2","3","1","5","2","1","1","1","2","5","3","2","1","1","1","2","2","3","1","2","2","4","2","1","2","1","4","3","4","2","1"
"1961",NA,NA,"1","6","1","1","1","1","1","2","4","3","4","6","5","2","8","9","6","3","7","6","3","9","8","9","4","7","1","2","2","2","2","2","4","2","2","2","2","2","2","5","2","1","1","1","2","2","3","1","2","2","3","1","1","2","2","1","3","2","2","2"
"1965","4",NA,"2","5","2","4","1","3","3","2","0","1","6","5","6","7","8","9","4","6","6","6","3","8","3","7","4","6","1","4","2","1","3","2","5","1","1","1","2","1","4","3","2","1","1","1","2","2","3","3","2","2","4","2","3","2","1","2","1","3","2","2"
"1998","3",NA,"2","4","2","2","2","2","2","2","1","2","5","5","4","7","8","8","5","6","6","8","6","9","9","8","9","7","2","3","2","2","2","2","3","2","2","2","2","2","3","4","2","1","1","1","2","2","3","6","2","2","2","2","2","2","1","2","3","3","3","2"
"1935","1",NA,"2","5","4","3","2","4","3","2","1","4","3","5","4","3","6","6","2","6","6","10","5","10","8","5","3","5","1","5","1","3","4","2","4","4","1","1","2","2","3","3","2","1","1","1","2","2","3","1","3","1","3","3","2","2","1","1","3","1","3","1"
"1985","5",NA,"2","3","1","4","1","2","2","1","0","0","6","4","6","6","2","8","1","5","6","9","6","4","4","7","6","6","1","3","1","1","3","1","5","3","5","1","1","4","3","4","2","1","1","1","2","2","3","2","2","2","3","2","2","1","1","3","4","4","2","2"
"1947",NA,NA,"3","5","1","2","1","4","2","3","0","1","6","6","6","2","5","8","8","4","8","6","4","9","7","3","2","0","2","5","1","1","4","2","6","2","1","2","2","2","5","4","2","1","1","1","2","2","3","1","3","2","4","2","1","1","1","2","3","2","3","1"
"2005",NA,"1","1","5","1","1","2","1","2","3","5","5","6","6","5","3","6","8","5","8","9","7","8","9","4","9","9","8","2","2","1","1","1","3","2","3","2","1","2","1","1","4","2","1","1","1","2","1","3","1","3","1","1","4","2","2","2","1","4","2","4","3"
"1986","1",NA,"2","2","2","2","2","4","3","3","2","2","3","6","6","7","7","7","8","7","7","8","3","7","7","7","4","8","2","2","2","2","2","2","4","2","2","2","2","2","2","3","2","1","1","1","2","2","3","1","3","1","2","2","3","3","1","2","5","2","2","3"
"2000","7",NA,"2","3","2","2","2","2","2","2","4","3","4","5",NA,"4","7","6","7","7","7",NA,"7","7","7","7","9","6","3","3","3","3","3","3","2","2","2","2","2","5","2","3","2","1","1","1","1","2","3","6","2",NA,"4","2","2","2",NA,"4","3","4","2","2"
"1986","1","3","3","3","1","1","2","2","1","1","4","4","6","6","6","3","0","9","0","1","1","5","8","8","6","7","9","0","1","3","1","1","2","1","2","3","1","1","1","2","3","4","2","1","1","1","2","2","3","1","2","2","2","2","1","1","1","2","3","3","2","2"
"1946",NA,NA,"3","4","3","4","3","3","4","4","0","0","2","3",NA,"5","2","3","1","1","0",NA,"2","8","1","5","4","2","2","4","3","2",NA,"3","5","4","3","2","3","2","3","2","2","1","1","2","2","2","3","1","3","2","3","3","2","2","2","2","2","3","3","2"
"1985",NA,NA,"3","3","2","2","2","3","3","3","3","3","3","4","4","2","3","4","0","1","1","3","4","7","5","6","4","0","3","3","3","3","3","2","3","2","2","3","2","3","3","4","2","1","1","1","2","2","3","1","2","3","4","2","2","3","55","3","1","4","3","2"
"1967","10",NA,"2","6","1","6","3","1","1","2","3","3","6","6","6","3","2","5","1","3","8","0","10","7","7","10","17","0","1","3","1","2","3","2","5","3","1","1","1","4","4","3","2","1","1","1","2","2","1","1","1","1","1","2","1","1","1","1","4","5","2","4"
"1968",NA,NA,"3","3","2","2","1","4","3","3","0","0","3","6","6","2",NA,"8",NA,NA,NA,NA,"8","2","1","3","7","7","5","4","1","2","2","1","5","3","4","2","2","1","3","3","2","2","2","2","2","2","3","1","2","3","2","2","2","3","55","1","3","2","1","2"
"1989","3","3","2","1","5","5","4","2","5","4","2","5","3","4","5","8","6","5","6","6","7","4","3","8","7","3","12","5","5","1","2","4","2","2","3","4","2","4","2","4","2","2","2","1","1","1","2","2","3","2","2","2","3","2","1","1","1","2","4","3","2","3"
"1953",NA,NA,"3","2","1","2","1","2","4","2","4","5","6","6","6","3","8","7","2","5","7","4","5","8","7","8","9","5","3","4","2","2","2","1","4","1","3","1","1","1","2","5","2","1","1","1","2","2","2","1","2","1","2","2","1","2","1","2","1","4","3","2"
"2001","1",NA,"1","2","1","1","2","2","3","1","3","4","5","6","6","0","6","7","4","5","5","7","6","8","6","7","9","6","1","2","2","1","1","3","2","1","1","1","1","2","2","4","2","1","1","1","2","2","3","6","2","1","3","2","1","2","1","2","3","1","2","2"
"1955","2",NA,"6","5","4","4","2","2","4","3","0","0","3","4","4","5","7","7","4","6","6","0","5","7","6","5","2","5","4","4","4","4","4","4","4","4","3","3","2","2","2","2","2","1","1","1","2","2","3","1","2","2","3","1","2","2","2","2","4","2","2","2"
"1952",NA,NA,"4","4","1","3","1","2","2","1","0","0","6","6","5","8","6","7","3","6","6",NA,"8","10","7","7","4","3","3","4","1","2","2","1","5","2","1","1","2","3","3","4","2","1","1","1","2","1","3","1","2","2","3","1","2","2","1","2","4","3","1","3"
"1975",NA,NA,"4","5","1","6","2","3","1","2","0","0","3","6","6","2","7","7","4","6","6",NA,"6","7","7","4","18","7","4","1","1","1","3","1","4","3","1","2","3","2","3","3","2","1","1","1","1","1","3","2","3","1","3","2","2","3","1","3","3","4","3","3"
"1943",NA,NA,NA,"2","3",NA,"3","3","3","3","0","2","5",NA,NA,"3","5","7","1","1","1","5","4","8","1","7","3","4","2","2","2","2","2","2","6","3","1","2","2","2","3",NA,"2","1","1","1","2","2","3","2","3","2","4","1","1","2",NA,"1","4","3","2","1"
"2000",NA,NA,"2","4","4","4","2","2","2","3","3","3","5",NA,NA,"7","7","7","3","6","7",NA,"7","8","7","7","8","6","2","3","3","3","3","3","6","6","2","2","3","3","3","3","2","1","1","1","2","2","3","1","2","2","2","2","1","2","1","2","3","2","2","2"
"1949",NA,NA,"3","4","3","3","1","3","2","4","0","1","5","5","3","6","5","8","1",NA,NA,NA,"5","7","5","4","4","5","1","4","2","1","3","2","6","1","1","1","2","1","5","4","2","1","1","1","2","2","3","6","2","2","4","2","1","3",NA,"2","4","3","1","1"
"1934","1","1","1",NA,NA,"3","2","2",NA,NA,"0","0","6","6","6","9","9","10","8","8","6","8","5","10","9","5","8","8","2","3","1","2",NA,"1","6","2","1","3","1","1",NA,"3","2","1","1","1","2","2","3","1","2","2","2","2","2","2","1","2","4","3",NA,"3"
"1985","1",NA,"3","4","2","3","1","4","3","3","3","1","5","5","6","5","5","6","4","6","6","5","6","7","6","9","9","5","3","3","1","3","3","1","4","4","3","2","1","3","4","4","2","1","1","1","2","2","1","1","2","2","3","2","1","2","1","4","4","4","3","2"
"1960",NA,NA,"4","4","4","4","4","4","3","3","3","1","2","3","3","4","0","1","0","0","0",NA,"2","2","1","4","4","0","4","5","5","4","4","4","4","4","3","4","4","6","6","4","2","1","1","1","2","2","3","1","3","3","4","2","1","3","55","2","4","4","4","2"
"1976","5",NA,"3","3","3","2","2","3","3","3","4","4","4","5","5","4","6","7","4","3","3","4","4","7","5","5","4","5","4","3","2","3","2","3","3","2","2","2","2","1","3","2","2","1","1","1","2","2","3","1","2","2","3","2","2","1","2","3","4","3","2","3"
"1955","2",NA,"6","6","1","5","1","5","5","1","1","1","5","6","6","8","7","9","6","7","6","2","8","0","6","4","4","6","1","6","2","2","1","1","5","1","1","1","1","1","4","4","2","1","1","1","2","2","3","1","1","3","3","2","1","1","1","1","4","3","2","1"
"1969",NA,NA,"2","3","1","2","2","4","2","2","0","2","5","6","6","3","1","2","0","0","2",NA,"4","9","8","5","9","0","1","5","2","2","2","1","6","2","2","2","1","1","4","3","2","1","1","1","2","2","3","1","2","2","4","2","1","1","1","5","3","5","4","1"
"1966","5","5","1","1","1","1","1","4","1","1","2","6","5","6","6","7","9","8","8","8","8","7","10","10","7","7","17","8","3","1","1","2","1","1","6","1","1","1","1","1","2","4","2","1","1","1","2","2","3","2","2","1","2","1","1","1","1","1","4","1","1","5"
"1981",NA,NA,"1","6","1","3","2","1","1","2","3","4","5","6","6","7","10","8","6","10","8",NA,"9","9","9","7","18","9","2","5","1","1","2","3","5","2","4","1","1","1","2","4","2","1","1","1","2","2","3","1","1","2","1","2","2","1","1","2","3","3","3","3"
"1955","3","3","2","4","1","1","1","2","3","2","0","4","5","6","4","5","6","7","3","5","6","5","5","10","8","9","4","4","2","3","2","2","1","1","5","2","1","1","1","3","3","5","2","1","1","1","2","2","3","2","2","1","2","2","1","2","1","1","3","2","1","2"
"1965","3","3","2","2","1","3","1","3","2","3","2","3","5","4","4","6","6","7","5","5","4","5","6","10","5","5","9","7","2","3","2","3","2","1","4","2","1","2","2","3","4","4","2","1","1","1","2","2","3","1","1","2","2","2","1","1","1","1","4","5","1","3"
"1937","2",NA,"2","4","1","4","2","2","2","1","0","0","6","3","3","4",NA,NA,"2",NA,NA,"1","7","8","7","9","2","2","3","2","1","1","2","2","4","3","1","1","1","1","3","3","2","1","1","1","1","2","2","1","3","2","2","3","1","1","1","2","4","4","4","1"
"1972",NA,NA,"3","2","1","2","2","3","4","4","0","0","5",NA,NA,"3","4","3","2","3","3",NA,"3","8","6","7","4","3","2","3","1","2","3","1","6","2","5","1","2","1","3","4","2","1","1","1","2","2","3","6","1","3","3","1","1","3","1","3","4","2","7","1"
"1947",NA,NA,"5","6","1","2","1","3","3","3","4","2","3","5","4","5","4","9","2","6","5","7","3","0","7","4","2","4","1","5","5","1","3","3","6","1","2","3","1","1","4","5","2","1","1","2","2","1","3","6","2","2","4","2","2","3","55","2","4","2","4","2"
"1965","4","4","3","5","2","3","2","3","2","2","4","2","3","6","6","7","4","7","7","6","6","8","5","9","9","5","4","7","2","4","2","2","2","2","4","2","3","1","1","2","4","3","2","1","1","1","2","2","2","1","3","2","2","2","1","2","1","2","4","2","2","2"
"1979","1",NA,"2","5","1","5","2","4","4","2","2","0","6","6","6","0","5","5","4","4",NA,"6","5","5","5","5","6","3","1","4","2","1","4","3","4","2","3","2","3","3","4","4","2","1","1","1","2","2","3","2","1","2","3","3","2","2","2","2","1","1","4","2"
"1940","5","5","5","5","2","4","2","3","3","3","0","0","4","5","5","3","1","8","3","4","6","9","5","8","6","7","2","1","3","6","3","3","3","3","6","2","2","2","2","2","4","4","2","1","1","1","2","2","3","6","3","2","3","2","3","2","2","2","4","3","2","1"
"1947",NA,NA,"4","2","3","4","1","3","3","3","2","1","4","5","5","8","9","9","3","3","3",NA,"3","7","3","0","9","6","2","4","2","2","4","4","4","2","2","2","2","2","4","3","2","1","1","1","2","2","3","3","3","2","3","2","2","2","2","2","4","3","2","2"
"1966",NA,NA,"6","2","5","1","5","3","4","2","5","4","4","5","5","7","5","7","1","5","10","1","6","10","6","7","4","1","4","3","4","4","3","2","5","3","3","3","2","1","4","4","2","1","1","1","2","2","3","1","2","2","4","2","4","1","1","5","3","5","2","1"
"1947","3","3","2","3","2","4","1","4","2","4","0","1","5","6","2","7","1","6","0","5","5","3","2","9","8","2","11","3","1","4","2","3","3","3","4","2","4","1","1","4","3","3","2","1","1","1","2","2","3","2","2","2","3","2","2","3","1","2","1",NA,"4","1"
"1960",NA,NA,"3","4","1","2","1","3","2","2","0","0","5","4","5","6","6","6","4","2","3","5","0","10","4","8","8","5","3","3","1","3","2","1","4","2","1","2","1","2","3","4","2","1","1","1","2","1","3","1","2","1","3","2","2","2","2","3","4","2","3","3"
"1989","8",NA,"2","3","2","1","4","1","3","1","4","5","4","5","5","7","5","7","4","8","7","4","7","9","8","8","18","7","3","1","2","1","2","3","3","2","2","2","1","2","3","4","2","1","1","1","2","1","3","1","1","2","2","2","3","2","1","3","3","3","4","3"
"1985",NA,NA,"1","1","2","1","2","2","4","4","5","5","3","3","3","9","7","7","2","0","0",NA,"4","3","0","0","17","3","4","2","2","3","2","3","2","4","2","2","2","4","2","3","2","1","1","2","2","2","3","1","3","1","3","2","3","3","2","3","4","3","3","3"
"2005",NA,NA,"1","2","3","6","6","1","2","1","5","6","6","3","3","8","6","6","4","5","7","5","6","9","6","6","9","7","3","1","1","1","1","2","1","6","1","1","2","2","1","4","2","1","1","1","2","2","3","1","2","1","2","1","3","3",NA,"3","2","3","3","4"
"1969","4","4","2","4","2","3","2","3","1","2","3","4","4","5","3","6","6","8","6","6","6","7","7","9","7","6","8","5","2","3","3","3","3","2","4","3","1","3","1","1","3","4","2","1","1","1","2","2","1","1","2","2","2","2","1","3","1","2","4","2","1","2"
"1955","5","5","2","4","1","4","1","3","3","1","5","3","6","6","6","3","5","5","4","4","4","6","7","10","7","8","9","5","1","3","1","1","3","2","5","3","4","3","2","2","2","4","2","1","1","1","2","1","2","1","2","2","3","2","1","1","1","2","1","3","1","4"
"1948","3","3","2","4","2","3","1","2","3","3","2","2","4","6","5","5","7","8","0","6","5","5","3","9","5","7","4","4","2","4","2","2","3","2","4","3","3","2","1","2","1","4","2","1","1","1","2","2","3","1","2","2","3","2","2","1","1","3","4","4","1","2"
"1994",NA,NA,"3","4","3","3","2","3","3","2","2","4","3","5","6","7","9","9","6","8","8","6","7","8","3","6","2","7","3","2","2","3","3","4","3","4","4","3","3","4","3","3","2","1","1","1","2","2","3","1","2","2","3","2","3","1","1","3","3","4","2","2"
"1953","5","1","2","5","2","5","2","1","2","2","3","0","4","4","5","5","6","8","6","6","6","6","7","10","8","5","2","5","1","6","2","1","5","2","6","5","5","1","2","2","1","3","2","1","1","1","2","2","3","2","3","1","3","2","3","3","1","1","4","3","1","2"
"1948",NA,NA,"4","5","1","5","1","4","1","3","0","1","5","3","3","2","6","7","0","2","2",NA,"5","8","3","7","2","0","1","5","1","2","3","3","6","1","1","3","1","1","5","4","2","1","1","1","2","2","3","6","2","3","4","2","1","2",NA,"1","4","3","3","1"
"1951",NA,NA,"3","4","1","3","2","3","3","3","0","1","6","6","6","0","7","7","0","4",NA,NA,"3","7","7","7","9","0","2","3","2","2","3","2","4","2","2","2","2","3","4","3","2","1","1","1","2","2","3","6","3","2","3","2","1","2","1","2","3","2","2","2"
"1941",NA,NA,"3","3","3","3","3","3","3","4","2","2","3","3","3","2","2","2","1","1","1",NA,NA,"3","3",NA,"2","1","4","4","3","4","4","4","3","4","4","4","4","3","3","55","2","1","1",NA,"2","2","3","1","4","3","2","3","3","7","55","1","3","3","3","2"
"1999","4","4","2","2","2","2","3","2","3","2","4","4","2","5","5","6","7","8","6","6","7","7","6","8","6","5","13","6","4","3","3","3","2","2","3","4","2","2","2","3","3","3","2","1","1","1","2","2","3","1","2","2","3","2","2","1","1","3","3","2","4","3"
"1947",NA,NA,"4","5","1","3","6","4","3","2","5","5","6","4","3","1","5","5","1","5","2","5","1","7","7","2","2","5","4","5","3","2","3","1","5","3","4","2","3","2","3","3","2","2","2","1","2","2","3","6","3","2","4","2","1","5","65","1","3","2","2","2"
"1950","5",NA,"2","3","2","2","1","1","2","3","0","0","3","6","6","0","7","8","7","7","9","9","0","1","9","9","4","6","3","1","3","4","4","1","6","1","2",NA,"1","2","2","4","2","1","1","1","2","2","3","6","3","2","3","3","2","1","1","2","4","2","2","2"
"1992","2","2","1","4","2","2","1","1","1","1","4","4","6","5","5","4","4","5","4","3","5","4","5","9","5","8","18","3","2","3","2","2","2","2","2","2","2","2","2","2","2","4","2","1","1","1","2","2","3","6","3","3","3","2","2","2","1","2","3","3","3","2"
"1966",NA,NA,"1","3","1","2","1","3","3","2","1","1","5","6","6","2","4","6","1","2","2",NA,"10","7","9","10","9","2","1","3","3","2","2","1","4","1","4","2","1","1","3","4","2","1","2","1","2","2","3","1","1","2","4","3","1","2","1","1","1","4","3","2"
"1995",NA,NA,"2","3","2","2","2","2","2","2","2","4","4","5","5","3","4","7","3","2","4","6","6","3","4","8","12","3","3","3","1","3","1","1","5","2","2","3","2","2","2","4","2","1","1","1","2","2","3","1","2","2","4","2","3","1","1","4","4","3","3","1"
"1949","1","1","3","4","2","2","1","4","3","2","1","3","5","4","3","6","3","7","1","4","7","8","3","9","8","4","1","3","2","4","3","1","3","2","4","2","2","1","1","1","4","2","2","1","1","1","2","2","3","3","3","2","2","1","2","2","1","2","4","2","2","2"
"1955","1","1","2","4","1","2","2","3","1","2","3","5","5","6","6","7","5","8","7","8","9","8","7","9","6","5","8","7","3","3","2","2","3","1","4","1","3","2","2","2","3","3","2","1","1","1","2","2","3","6","3","1","3","1","2","2","1","2","4","3","3","2"
"1960",NA,NA,"3","2","3","5","1","3","1","3","0","0","3","6","6","6","7","8","4","3","4",NA,"4","10","7","6","9","6","2","3","1","2","2","3","1","2","3","3","2","4","3","4","1","1","1","1","2","2","3","1","3","2","2","2","2","3",NA,"4","2","3","2","3"
"1970","1","5","1","1","3","1","1","2","3","3","0","5","3","6","6","2","10","10","9","0","0","10","0","10","7",NA,"6","9","4","2","1","3","1","1","4","2","1","3","3","3","2","2","2","1","1",NA,"1","2","3","2","4","2","3","2",NA,"5","2","1","4","2","1","2"
"1994",NA,NA,"3","4","3","2","4","3","2","3","3","4","3","3","3","3","1","4","0","3","3","2","1","7","5","5","7","0","4","2","2","3","4","3","2","3","3","4","2","4","3","5","2","1","1","1","1","2","3","1","4","2","4","3","7","2","33","3","3","4","2","2"
"2005",NA,NA,"3","3","3","3","3","3","3","3","4","4","4",NA,NA,"5",NA,"4","1","5","5",NA,NA,"5",NA,"2","4",NA,"3","3","3","3","3","3","3","3","4","3","3","3","3",NA,"2","2","2",NA,"2","2",NA,NA,"2","4","4","2",NA,"7","65","2","3",NA,"3","1"
"1979",NA,NA,"3","4","1","3","1","4","1","2","1","0","4","6","6","5","8","10","2","5","3","3","6","10","10","7","9","5","1","4","3","3","4","2","5","2","4","2","1","1","5","4","2","1","1","1","2","2","3","6","2","3","3","3","2","3",NA,"1","1","3","2","1"
"1947","2",NA,"4","4","2","2","1","3","2","2","1","1","5","5","5","8","7","8","5",NA,NA,"5","6","9","1","7","4","7","2","4","3","2","2","1","5","1","4","2","2","2","4","4","2","1","1","1","2","2","3","1","3","2","3","1","3","1",NA,"1","3","3","3","1"
"1958","3",NA,"3","3","3","4","4","4","2","2","3","2","4","5","4","5","5","5","6","5","5","6","7","7","8","7","5","6","2","3","3","3","4","3","3","3","3","3","3","3","3","3","2","1","1","2","2","2","3","1","2","1","3","2","2","4","1","3","3","3","2","3"
"1967",NA,NA,"3","4","1","3","2","2","1","2","0","0","6","1","6","8","0","8","0","5","5",NA,"3","6","4","7","4","0","1","3","1","1","3","1","4","3","3","2","2","1","3","4","1","1","1","1","2","2","3","3","3","4","4","2","1","2","2","2","4","5","3","1"
"1963","3",NA,"3","3","2","3","1","2","2","2","4","3","3","6","6","0","4","5","2","3","4","4",NA,"8","4","8","4","4","4","3","2","3","3","1","4","2","1","2","2","2","4","4","2","1","1","1","2","1","3","1","1","2","2","4","1","2","2","3","4","2","2","3"
"1950",NA,NA,NA,"6","1","3","1","5","3","1","0","0","6","6",NA,NA,NA,"10",NA,NA,NA,"4",NA,"10",NA,NA,"4",NA,"1","5","2","1",NA,"1","6","1","3","1","2","1","4",NA,"2","1","1",NA,"2","2","2","6","2","2","4","2","1","2","1","2","5","1","1","1"
"1938",NA,NA,"2","6","3","4","2","1","2","3","4","5","6","6","6","8","8","9","5","6",NA,NA,"5","10","6","5","4","6","4","2","1","2","2","1","5","4","3","1","1","1","3","2","2","1","1","1","2","2","3","6","1","2","3",NA,"2","2",NA,"1","4","1","2","1"
"1960","2","2","3","4","2","4","2","4","3","3","1","1","5","6","5","6","8","8","5","5","5","0","10","8","8","7","9","8","3","3","1","3","4","3","4","4","3","3","3","3","3","4","2","1","1","1","2","2","2","2","1","2","1","2","1","1","1","2","4","3","2","4"
"1992","5","5","2","4","1","2","1","3","2","2","0","2","4","5","6","6","7","8","2","3","3","6","5","8","7","4","18","4","3","2","2","3","1","1","4","1","2","2","1","2","3","4","2","1","1","1","2","2","3","1","2","1","3","3","1","1","1","1","3","2","3","2"
"1943",NA,NA,"5","4","1","4","1","4","4","2","0","0","6","4","5","3","5","10","4","6","5","7","6","8","5","5","2","5","3","5","4","1","4","2","6","2","2","2","2","1","5",NA,"2","1","1","1","2","2","3","6","2","3","4","3","2","3",NA,"2","4","3","1","1"
"1999","3",NA,"2","2","2","2","1","3","3","3","5","4","4","6",NA,"2","3","6",NA,"4",NA,NA,"7","9","6","8","9","5","3","3","3","3","3","3","3","3","3","3","3","4","3","3","2","1","1","2","2","2","3","6","3","2","4","1","2","2","1","4","3","3",NA,"2"
"1967",NA,"2","1","4","1","1","1","2","3","1","3","4","4","4","3","8","8","7","3","5","6","1","10","7","8","8","17","7","1","2","2","1","1","1","1","1","1","1","1","2","1","3","2","2","1","1","1","1","2","2","1","1","1","2","1","1","1","3","4","2","2","3"
"1951","3",NA,"3","3","2","4","2","4","2","3","0","1","4","6","6","0","4","4","0","4","5","5","0","10","4","5","6","0","2","4","2","2","3","2","4","2","2","2","2","2","3","3","2","1","1","1","1","1","3","2","2","2","3","3","2","2","1","1","4","4","1","1"
"1974","1","1","6","5","2","6","3","5","3","4","1","0","2","5","4","1","3","4","2","0","0","8","0","10","2","1","4","4","1","6","2","5","6","1","6","4","5","3","3","3","3","2","2","1","1","1","2","2","3",NA,"4","4","3","2","1","4","2","1","3","2","4","2"
"1956",NA,NA,"2","3","2","2","1","2","4","2","0","5","5","4","5","1","7","7","1","1","2","2","4","6","1","7","4","2","2","3","2","2","2","1","6","2","2","2","2","3","2","4","2","1","1","1","2","2","3","2","2","3","3","3","1","1","55","3","3","2","2","1"
"1950","1",NA,"4","4","1","3","1","4","2","2","0","0","4","6","5","7","8","8","5","7","8","8","7","10","3","6","4","6","2","4","2","2","3","2","5","2","1","2","2","1","4","3","2","1","1","1","2","2","3","6","1","2","2","2","3","2","2","2","4","2","2","2"
"1966",NA,NA,"4","4","1","2","2","4","3","3","0","0","4","6","6","5","5","7","1","2","3","4","5","8","5","3","6","2","2","4","2","3","3","2","6","2","1","2","2","2","4","4","2","1","1","1","2","2","3","1","2","2","4","3","1","1","1","2","3","2","2","1"
"1987","2","2","3","4","3","2","1","3","2",NA,"4","6","3","5","5","7","8","8","6","8","6","4","8","8","7","7","6","8","2","2","1","2","3","2","2","2","1","2","1","2","3","2","2","1","1","1","2","2","3","2","2","2","2","2","3","2","1","3","4","2","3","3"
"1965",NA,NA,"2","4","2","3","2","3","1","4","0","0","4","5","5","0","7","8","6","7","8","4",NA,"7","5","2","9","7","2","4","3","3","3","2","5","3","6","3","1","3","5","5","2","1","1","1","2","2","3","3","2","4","4","2","1","1","1","2","4","5","5","1"
"1989",NA,NA,"2","3","3","3","1","2","2","2","3","3","4","6","6","6","6","7","2","3","3","4","5","8","7","6","18","1","1","3","3","2","1","1","4","1","1","2","1","2","2","4","2","1","1","1","2","2","3","1","2","2","2","2","2","2","1","2","3","3","3","3"
NA,"4","4","4","4","4","2","2","4","2","4","4","5","4","6","3","1","2","2","1","1","2","8","2","9","8","1","11","2","3","3","2","4","2","1","3","2","2","3","4","2","3","3","2","1","1","1","2","2","3","1","3","2","2","1","2","3","1","4","1","4","1","3"
"1958",NA,NA,NA,"5","3","5","3","3",NA,NA,"0","3","4","5","3","3","1","3","0","1","1",NA,"2","9","5","7","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","4","2","1","1","1","2","2","3","1","2","2","3","2","1","3","44","3","1","3","2","3"
"1971","1","1","3","4","3","3","3","3","3","3","0","0","6","6","6","6","5","6","2","4","5","8","0","10","8",NA,"8","4","3","3","3","3","3","3","3","3","3","3","3","3","3",NA,"2","1","1","1","2","2","3","3","3","7","2","2","1","3",NA,"2","3","2","2","1"
"1961","2","2","6","4","2","2","2","2","2","2","0","2","4","6","6","5","7","7","7","7","7","3","3","8","7","3","9","7","2","2","1","2","3","2","2","2","1","3","3","4","5","4","2","1","1","1","2","2","2","1","2","1","2","2","2","2","1","2","3","2","3","2"
"1982","3","3","4","3","1","3","1","3","4","3","0","3","5","6","6","4","7","7","4","2","7","4","5","10","8","5","18","6","3","3","2","2","2","3","2","2","3","4","3","4","3","4","2","1","1","1","2","2","3","1","2","2","2","2","2","2","1","2","4","4","2","2"
"1973",NA,NA,"2","5","2","4","1","2","2","2","1","1","5","5","5","5","7","7","5","7","7",NA,"6","9","7","5","8","7","2","4","2","2","2","2","5","2","2","2","2","3","3","3","2","1","1","1","2","2","3","1","2","7","3","2","2","2","1","3","4","3","3","3"
"1934","1","1","2","4","1","2","1","3","2","2","0","1","4","6","6","4","8","8","3","8","8","6","3","8","4","7","17","7","2","4","2","2","2","1","5","1","3","2","1","2","4","4","2","1","1","1","2","2","3","1","2","1","3","2","1","1","1","1","4","2","2","1"
"1978","1","1","2","4","3","3","1","2","3","3","3","5","5","3","3","5","6","6","6","5","5","6","4","10","6","6","9","5","1","2","2","1","2","2","5","1","1","2","2","3","3","5","2","1","1","2","2","2","3","1","3","1","4","4","2","2","1","1","3","2","3","1"
"1939",NA,NA,"4","5","1","4","1","4","1","3","0","0","4","4","6","5","8","10","2",NA,"7","5","7","10","5","5","2","6","3","4","2","3","4","1","5","2","4","3","1","1","4","3","2","1","1","1","2","2","3","6","2","3","4","3","1","2",NA,"1","3","3","2","1"
"1976",NA,NA,"3","1","2","1","2","3","5","3","4","5","5","4","4","0","7","6","1","0","1","4","4","5","3","8","4","1","3","2","2","2","2","2","2","2","1","1","2","3","2","4","2","2","2","2","2","2","3","1","2","3","3","3","1","2","44","3","3","2","1","1"
