"yrbrn","prtvteit","prtclfit","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","likrisk","liklead","sothnds","eqwrkbg","eqpolbg","ppltrst","trstlgl","trstplc","trstplt","trstep","trstun","lrscale","euftf","atchctr","atcherp","ccrdprs","edlvfit","trstprl","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","ccnthum"
1985,77,77,2,1,1,1,1,2,3,3,1,1,5,4,4,6,6,5,4,5,5,77,8,7,6,8,8,77,3,2,2,2,2,1,4,1,2,1,1,1,2,5
1964,1,1,1,3,3,1,1,1,2,2,0,3,6,5,5,3,8,8,5,6,7,8,3,9,6,8,17,5,2,4,3,2,2,2,5,1,1,1,1,1,3,4
1948,1,66,2,6,3,4,2,5,2,2,1,1,4,6,6,2,8,8,7,8,8,7,4,8,7,3,2,7,5,5,4,3,3,3,4,4,4,3,3,3,3,5
1985,1,1,2,2,2,3,2,2,3,3,2,3,4,5,5,5,6,7,5,5,5,7,2,8,2,6,6,5,2,3,1,2,2,2,4,3,2,2,3,2,3,4
2001,66,66,2,3,3,3,3,2,2,2,4,2,5,4,4,8,3,7,3,3,6,5,8,7,7,7,4,4,2,4,2,2,3,3,3,3,2,1,2,2,3,3
1947,77,77,4,6,1,4,1,4,2,2,0,1,4,5,6,5,7,9,0,0,0,0,5,9,6,1,4,1,1,6,2,3,3,2,6,1,2,2,2,1,6,4
1994,66,66,2,4,2,3,3,3,3,3,2,2,4,5,5,4,4,7,4,6,5,88,8,7,6,7,8,6,3,4,3,3,3,3,3,4,3,2,3,2,2,2
1966,77,66,6,2,3,4,3,5,4,4,5,5,1,6,7,5,4,4,4,3,3,77,4,8,4,2,4,5,4,2,2,5,2,2,4,4,2,4,3,77,2,3
1972,2,66,1,5,1,2,1,5,4,3,3,0,3,5,0,1,5,4,0,7,5,2,6,8,8,7,9,0,2,2,2,4,4,4,5,6,4,2,1,2,2,3
1974,66,66,2,2,3,3,4,4,4,4,1,2,4,3,3,5,2,3,3,4,4,8,5,7,6,1,4,2,5,88,88,3,4,4,5,2,3,77,88,88,88,1
1953,66,66,1,4,1,1,1,5,3,2,2,1,6,6,6,2,5,4,0,2,4,5,6,10,6,4,4,5,1,3,1,1,3,2,5,5,5,1,2,1,3,3
2005,66,66,3,5,1,3,6,4,3,3,3,0,5,6,3,5,5,8,1,5,7,5,5,6,5,9,4,2,2,4,1,2,4,2,3,6,6,2,1,3,1,4
2001,66,2,1,4,1,2,2,3,4,1,1,2,6,6,6,3,3,3,4,7,7,0,10,3,10,6,9,2,2,3,1,2,2,3,4,4,1,1,1,4,3,4
2005,66,4,3,2,1,3,2,2,88,3,4,5,5,8,3,6,8,8,6,7,8,7,8,8,7,6,4,7,1,3,2,2,88,88,2,88,88,1,2,2,2,2
1958,66,66,2,3,1,2,1,2,4,3,2,3,2,4,3,6,9,9,5,5,7,5,10,10,2,3,2,8,3,3,1,3,2,1,3,1,1,2,3,3,3,4
1985,2,66,2,6,1,2,1,1,4,3,1,4,3,5,5,8,4,8,5,5,4,4,7,10,5,8,8,5,1,2,1,1,1,2,5,3,3,1,2,3,2,4
1982,66,66,3,4,3,3,1,2,2,3,3,2,3,4,4,0,7,7,1,7,7,5,1,9,6,6,4,0,3,4,2,3,3,3,5,3,3,3,3,3,3,4
1956,77,66,6,6,2,5,1,5,3,3,0,0,3,6,6,0,8,10,7,9,7,88,10,8,7,0,2,8,1,5,3,3,3,1,6,3,4,4,2,2,5,3
1943,66,66,4,6,2,2,1,4,2,2,0,1,0,4,4,8,10,10,1,0,9,6,3,10,10,7,9,2,1,1,1,1,4,2,6,3,2,2,2,2,2,2
1963,77,77,3,88,3,3,3,3,3,3,4,4,4,6,5,4,5,5,3,4,3,2,3,6,6,6,7777,5,3,3,3,3,3,3,3,2,3,2,3,2,3,3
1988,66,66,3,4,1,3,2,3,4,2,0,2,4,6,6,2,1,3,1,3,5,88,2,10,8,8,4,1,2,4,2,2,2,1,5,2,2,2,2,3,4,5
1964,77,77,3,4,1,4,3,2,2,1,3,5,3,4,5,6,6,7,5,6,7,7,8,8,6,7,8,5,3,5,2,2,1,1,4,3,1,3,2,4,3,4
2005,66,66,1,4,2,2,3,2,3,2,5,4,5,6,6,7,3,1,0,6,5,7,8,10,8,7,4,2,2,4,2,1,2,2,3,2,4,2,1,2,1,5
1971,88,66,2,4,1,2,2,2,4,2,2,1,6,5,5,7,3,6,2,6,7,88,8,6,5,6,9,3,2,3,2,2,2,2,6,3,3,3,3,3,3,3
1979,88,66,1,3,2,2,2,2,6,5,0,2,6,6,6,10,7,8,4,6,6,5,8,10,7,6,12,3,1,3,3,3,3,3,4,3,3,4,3,1,3,3
1951,66,66,4,3,4,3,4,3,4,4,3,4,3,3,4,3,4,4,5,4,3,6,6,6,5,6,4,4,3,3,4,3,4,3,4,3,4,3,4,3,4,3
1986,3,66,3,3,3,4,1,3,4,2,4,5,5,6,6,2,6,5,2,88,6,4,8,9,7,4,9,6,2,1,1,2,1,1,3,2,2,2,1,2,1,3
1969,66,66,3,3,1,1,2,2,3,3,0,1,3,4,4,8,5,5,2,2,3,7,8,8,6,7,9,9,2,3,4,2,2,3,5,5,4,3,4,2,2,4
1976,66,66,2,3,2,3,3,3,5,3,0,3,4,4,4,6,7,8,6,5,6,5,5,3,2,5,5,6,2,3,3,3,3,2,5,3,5,2,2,2,5,4
1947,66,66,5,6,1,5,1,3,2,2,2,2,6,5,4,2,5,6,1,4,5,88,0,8,4,66,2,3,1,4,1,2,3,1,4,3,2,1,2,2,3,55
1948,66,66,1,1,4,1,1,1,2,88,1,2,2,6,6,0,6,6,6,9,10,88,1,5,9,5,5,5,4,1,1,1,1,2,5,3,2,88,1,1,1,4
1947,88,66,5,5,3,4,2,4,4,3,0,0,6,6,3,3,0,8,0,0,0,0,0,10,0,0,1,0,3,6,5,1,4,2,6,2,1,1,1,1,6,1
1982,66,66,4,5,4,3,1,4,3,3,2,3,4,6,6,5,6,6,6,6,7,77,8,4,4,8,4,6,3,4,3,3,2,1,4,3,2,2,1,2,4,4
1966,1,66,1,5,5,1,3,3,1,1,3,3,5,4,4,8,7,8,5,6,8,6,8,8,7,7,8,6,2,2,3,2,2,4,4,3,3,2,3,2,3,4
2006,66,66,2,4,1,1,2,2,4,1,2,4,4,6,6,4,3,3,1,5,5,2,5,2,4,7,4,4,2,2,2,1,1,1,3,2,3,1,1,2,3,4
1983,3,3,2,4,4,2,2,1,2,2,2,4,4,6,6,8,2,4,0,0,8,3,5,9,4,7,9,2,2,3,3,3,2,2,4,2,1,1,1,1,5,4
2008,66,66,3,4,3,3,3,2,2,2,2,2,4,6,8,2,4,8,3,3,6,88,88,7,7,9,4,2,1,4,2,2,2,3,3,2,3,3,3,2,3,4
1974,77,66,2,4,3,3,3,3,2,3,2,3,4,6,6,1,0,1,0,0,2,8,5,6,5,8,9,1,2,3,2,2,2,3,3,3,3,2,2,3,3,5
1949,66,66,3,4,3,4,2,3,2,2,0,0,3,5,5,6,3,8,3,3,4,5,0,10,3,5,4,2,2,4,2,3,3,2,4,4,3,2,3,4,4,3
1977,66,66,2,6,2,2,1,2,5,2,1,0,5,5,5,4,2,8,3,3,2,5,4,10,9,10,9,1,1,1,2,1,1,1,6,4,2,1,1,4,3,4
1993,2,2,1,4,2,2,1,1,2,2,3,3,5,6,6,6,6,6,2,8,9,4,5,6,9,8,18,5,1,4,1,1,3,1,3,1,1,1,1,1,3,4
1975,77,66,1,5,1,5,2,2,2,2,2,3,3,6,6,1,2,2,2,1,1,77,5,9,4,5,8,2,2,2,2,2,4,3,3,5,5,3,3,3,3,5
1973,77,66,2,4,4,3,1,3,3,2,2,3,3,6,6,6,3,0,0,1,3,5,4,7,5,7,4,1,4,4,1,2,2,2,4,2,2,2,2,2,2,3
1961,2,66,4,2,2,2,1,2,2,3,2,3,4,6,6,4,5,7,2,5,6,4,6,8,6,6,8,4,3,2,2,2,2,1,4,2,2,2,2,2,3,5
1993,2,2,2,3,2,1,2,1,2,2,4,4,3,6,5,6,7,7,4,5,6,2,6,10,8,5,12,7,4,1,1,2,1,1,2,1,1,2,1,5,2,5
1959,66,66,2,3,2,2,2,2,4,2,1,4,4,5,5,3,3,7,0,0,2,6,2,8,2,3,4,3,2,2,2,2,2,2,5,2,2,2,2,2,3,4
1977,66,66,2,4,1,4,1,3,2,1,2,5,5,5,4,6,7,7,0,4,4,88,5,9,7,5,17,4,1,3,1,1,4,1,6,2,1,1,1,2,3,3
1943,66,66,4,3,1,6,1,4,3,4,0,0,6,6,6,10,8,10,6,5,6,8,7,10,88,2,1,8,3,3,4,1,4,1,6,5,1,3,3,1,3,4
1973,77,77,3,4,1,2,2,4,1,2,2,4,4,6,6,7,7,8,3,4,4,77,5,9,6,3,11,5,3,4,1,3,2,1,4,2,2,2,2,3,3,4
1973,3,3,2,5,1,2,2,3,3,2,0,2,5,6,4,4,7,8,4,6,6,5,5,10,8,9,4,4,2,4,3,2,2,1,6,2,2,1,1,3,4,5
1963,1,1,3,3,1,2,1,2,2,4,5,5,3,6,4,2,6,7,2,3,6,8,2,8,6,8,2,4,2,4,1,1,2,1,3,1,1,1,1,1,3,5
1988,66,66,88,1,2,2,2,3,3,3,0,5,3,8,8,5,5,5,3,88,88,88,8,7,5,88,4,0,3,3,3,3,3,3,6,3,1,2,88,1,5,88
1942,77,66,4,5,4,3,3,4,3,3,2,2,3,4,4,7,6,7,5,5,6,7,5,8,6,6,2,6,3,4,2,3,2,2,4,3,4,3,3,3,3,3
1971,77,66,1,4,3,5,2,3,3,1,3,6,4,5,4,6,5,6,4,6,3,77,6,8,6,3,9,7,4,1,2,1,3,2,1,2,1,3,5,2,1,88
1949,66,66,6,6,3,3,1,4,2,2,0,0,4,3,3,0,6,6,0,0,0,77,0,0,0,6,2,0,2,5,2,3,4,2,6,1,6,3,3,3,3,4
1960,66,66,1,2,1,1,1,4,2,1,0,0,4,6,6,3,0,0,1,0,1,77,4,7,7,4,17,1,1,4,1,1,2,1,5,2,2,2,1,2,4,2
1983,66,77,3,3,3,2,2,3,2,2,4,0,6,3,3,8,0,9,5,0,1,6,10,5,0,66,6,0,3,2,2,2,2,2,2,2,2,2,2,2,6,55
1956,1,1,3,5,1,4,2,3,1,1,0,1,5,5,5,5,6,7,3,7,5,6,5,9,8,5,8,4,1,3,3,2,3,1,6,1,3,1,1,2,3,3
1965,66,66,3,3,3,3,3,3,3,4,3,3,4,3,3,5,6,7,6,7,7,2,4,6,6,5,9,6,4,3,3,3,3,3,3,4,4,4,3,4,4,4
1989,77,66,1,5,1,2,1,1,3,3,3,2,3,3,6,2,4,3,3,4,4,88,4,5,5,6,4,3,1,5,1,4,4,2,5,4,1,4,1,4,4,3
1978,3,66,1,4,1,2,2,1,2,2,3,3,4,6,6,5,6,6,1,4,1,4,6,7,7,8,8,2,3,2,1,2,2,2,3,2,1,2,2,2,2,3
2008,66,66,3,4,1,2,2,2,1,1,2,2,5,6,6,5,7,8,7,9,9,7,9,10,9,3,4,7,4,2,1,2,1,3,2,3,3,2,3,4,2,2
1973,7,66,3,5,1,4,3,3,4,2,4,1,6,6,4,2,6,8,4,5,5,3,9,7,7,7,5555,4,1,4,2,2,3,3,4,2,3,2,1,3,4,3
1941,4,4,3,4,2,3,2,4,1,2,2,1,4,4,4,5,2,6,0,6,6,7,5,8,7,8,2,0,3,4,2,2,2,1,4,3,3,1,1,2,3,3
1997,77,66,2,4,2,2,2,2,2,2,3,1,6,6,6,6,5,8,7,7,6,5,8,7,6,8,4,6,3,2,2,2,2,2,2,1,1,1,1,1,2,3
1978,3,66,2,3,2,2,2,2,2,2,2,2,6,5,4,2,1,2,0,0,3,5,8,5,5,4,8,1,5,5,2,2,2,1,3,3,2,2,2,2,2,3
2003,2,66,2,3,2,3,3,3,3,4,3,4,3,3,3,7,6,8,88,6,6,4,6,5,6,7,9,6,5,3,3,3,2,2,3,3,2,3,2,3,2,3
1940,66,66,3,4,2,4,4,3,4,4,6,2,3,4,6,5,2,4,4,5,5,5,4,7,6,5,2,3,3,3,3,3,4,3,3,3,4,3,3,2,2,4
1935,1,1,4,3,3,3,3,2,3,4,3,4,2,3,2,3,3,6,2,1,2,8,3,8,4,88,2,2,3,3,3,3,3,2,88,4,3,3,88,3,3,4
2005,66,1,2,1,1,1,1,1,3,2,6,6,6,6,6,6,4,7,6,5,4,9,4,10,9,10,4,4,1,1,2,2,1,1,1,2,2,1,1,1,1,3
1942,77,66,2,3,2,3,2,3,2,3,0,0,4,6,5,4,5,4,2,5,5,77,5,7,1,5,9,7,2,2,1,2,3,2,4,2,2,2,2,2,2,4
1984,2,2,1,4,1,1,1,2,1,1,2,3,5,6,6,4,9,8,5,5,4,3,6,8,8,8,8,5,3,3,1,1,1,4,4,2,2,2,1,4,3,4
2002,3,3,1,1,1,1,1,1,1,1,5,5,5,6,6,10,8,8,88,88,7,5,77,7,7,1,5,2,2,1,1,1,1,1,3,1,1,2,1,88,2,4
1979,66,66,1,2,1,1,1,1,3,2,5,4,5,5,5,3,6,6,6,6,6,7,7,6,5,4,8,5,3,2,2,1,2,1,1,2,2,2,2,2,1,4
1959,4,4,4,4,3,4,3,3,3,3,2,2,4,5,5,5,4,8,6,4,6,8,2,9,5,3,7,7,3,4,3,3,4,2,4,4,3,3,3,3,4,2
1960,66,66,1,4,1,3,1,2,3,1,3,2,5,5,5,5,7,8,2,5,5,77,4,9,7,6,9,2,1,2,1,1,3,1,4,2,1,1,1,1,2,4
1965,66,66,3,4,1,2,2,4,4,4,1,2,6,5,6,0,3,2,2,88,88,77,4,7,5,1,4,4,2,4,4,2,2,2,5,2,3,1,1,1,3,1
1981,1,1,4,3,3,2,2,4,2,3,0,3,4,4,4,3,8,8,3,6,7,8,2,10,3,5,4,3,4,3,4,2,3,2,3,2,4,1,2,2,2,3
1985,66,66,3,5,1,2,2,2,1,2,1,3,4,6,6,7,9,9,3,6,6,88,5,10,9,9,12,4,2,4,2,2,3,1,5,1,1,1,1,4,3,3
1950,66,66,2,4,1,2,2,2,3,1,0,1,6,5,5,2,7,8,4,6,6,5,2,8,7,4,8,3,3,4,1,1,3,1,5,3,1,1,1,2,3,4
1975,3,3,1,1,1,1,1,1,1,1,3,3,6,6,6,7,6,6,6,6,6,88,5,10,10,7,9,6,4,1,1,1,1,1,3,1,1,1,2,2,1,3
1967,66,4,4,4,1,2,1,2,1,2,3,4,5,6,6,8,6,7,3,9,6,9,2,10,7,8,9,6,2,2,1,2,2,1,4,2,3,1,1,1,1,3
1974,1,1,2,2,3,3,2,2,2,4,4,4,3,4,4,1,7,8,6,8,8,8,3,0,10,7,6,6,4,3,2,4,1,1,2,2,2,2,3,2,2,3
1972,66,66,2,4,3,4,2,2,4,3,3,2,4,4,4,5,1,8,1,1,1,77,3,6,5,5,9,1,2,3,1,2,2,2,4,2,2,2,2,2,2,3
1998,3,3,1,4,1,2,1,2,4,2,3,3,4,6,6,6,5,6,2,5,4,4,8,10,9,7,8,4,3,4,2,1,1,1,3,2,4,1,1,1,3,5
1956,2,66,3,5,3,5,5,5,2,2,2,3,5,3,3,7,7,8,4,88,88,4,6,8,1,4,4,7,2,6,3,3,3,3,6,2,2,2,2,2,5,3
1976,66,66,3,2,3,2,1,2,3,2,4,4,4,6,8,7,6,8,5,6,3,88,6,3,0,4,4,6,4,2,2,2,2,2,5,3,2,2,3,1,3,2
1961,77,66,1,4,3,2,2,2,4,3,0,1,4,5,5,7,7,8,1,5,6,77,6,7,7,4,4,3,2,3,3,3,3,2,4,1,1,3,1,3,3,3
2007,66,66,1,3,2,2,4,3,3,2,3,3,5,6,6,7,5,5,2,7,6,2,8,8,8,2,4,5,4,3,3,3,4,2,4,3,3,1,1,3,2,4
2006,66,66,2,2,2,2,3,3,3,3,5,5,4,8,8,0,3,0,2,5,4,8,0,5,3,88,4,3,4,2,1,3,2,1,2,4,2,2,3,4,2,88
1947,66,66,3,5,1,3,3,3,5,2,1,3,5,5,8,6,6,7,0,6,6,4,6,8,7,7,4,4,2,3,2,2,3,4,4,2,3,3,1,2,3,4
1939,66,66,88,88,88,88,88,88,88,88,1,8,8,6,8,5,88,6,88,88,88,88,88,88,88,88,17,4,88,88,88,88,88,88,88,88,88,88,88,88,88,88
2005,66,66,2,4,1,2,2,2,2,2,0,0,0,4,4,6,88,8,88,6,6,88,7,4,5,6,4,6,2,4,3,3,1,1,6,1,1,1,2,2,4,3
1997,3,3,1,2,2,2,1,2,2,2,3,4,6,5,5,6,7,8,6,5,6,3,8,7,6,7,18,6,2,1,1,2,2,1,2,2,2,2,2,2,2,4
1952,77,77,4,5,1,4,2,5,2,2,0,0,3,5,6,5,6,8,0,2,3,0,3,10,5,3,4,1,1,4,3,3,3,1,6,1,2,3,2,1,4,4
1946,2,66,3,3,3,4,1,4,2,2,2,2,5,6,5,7,6,6,6,6,6,3,6,8,2,6,4,6,2,5,4,1,2,2,5,2,5,2,2,2,5,3
1953,2,2,3,6,1,4,1,4,1,1,0,1,5,5,6,5,6,8,5,3,3,3,8,8,5,5,4,4,1,3,2,1,1,1,5,1,1,1,2,1,3,3
1942,4,4,5,5,3,88,1,3,3,2,0,0,4,6,6,0,7,7,4,5,6,8,4,9,5,6,2,6,3,2,1,3,3,88,6,1,1,2,1,5,6,3
1944,5,5,88,88,88,88,88,88,88,88,0,8,8,6,6,7,8,8,6,88,88,6,88,10,3,88,2,7,88,88,88,88,88,88,6,88,88,88,88,88,88,3
1947,77,66,3,5,1,4,1,2,2,2,0,0,6,6,4,2,5,5,0,5,5,77,5,7,6,4,4,3,2,5,2,2,3,1,6,1,5,2,2,1,3,2
1961,2,2,3,2,1,2,2,2,2,3,3,4,4,5,5,6,8,7,2,7,7,4,3,10,8,5,9,4,4,2,2,1,3,3,4,2,2,2,2,4,2,4
1961,77,66,2,5,3,2,2,2,5,4,0,0,2,6,4,5,7,5,3,4,4,77,88,8,5,88,4,4,1,4,4,3,2,4,5,2,2,2,2,2,5,3
1935,66,66,4,6,3,4,2,3,2,3,0,1,4,4,4,7,9,9,7,8,9,6,5,9,7,6,2,7,1,4,3,2,2,2,6,1,3,2,3,1,4,5
1997,5,5,4,4,3,4,2,3,3,3,2,2,5,6,6,6,6,8,4,5,6,6,4,10,6,4,12,7,3,4,3,3,4,3,4,3,3,2,2,2,4,3
1940,2,2,4,4,1,4,1,3,1,4,0,4,4,4,4,2,6,6,5,6,8,2,3,10,6,6,4,4,2,4,1,4,4,4,4,4,2,4,1,3,3,4
1934,31,31,88,6,1,88,1,1,1,1,0,6,6,6,6,0,7,7,7,7,7,0,0,10,5,0,3,6,1,6,1,1,6,1,6,6,1,1,1,1,1,5
1999,3,66,3,2,1,1,1,1,1,2,2,0,4,8,8,7,4,5,3,2,2,4,6,7,7,7,9,5,3,3,3,3,3,1,5,2,3,2,1,1,3,4
1975,66,66,1,5,1,3,1,1,1,2,0,3,6,6,6,3,6,7,0,0,4,88,4,10,10,6,4,0,1,4,1,1,2,1,6,2,2,1,1,1,4,3
7777,66,66,4,4,5,5,5,5,5,5,4,4,4,3,4,5,5,4,5,5,5,2,4,5,4,5,3,5,4,4,4,3,4,4,5,5,5,5,5,5,6,3
1963,1,1,4,4,3,3,2,2,3,2,4,3,2,6,5,2,7,8,2,6,6,7,1,8,7,6,6,7,3,3,3,3,3,2,4,2,2,2,1,5,5,4
1948,66,66,4,4,2,3,2,2,2,3,3,3,4,3,5,5,4,6,1,4,1,5,5,10,6,7,4,3,3,4,2,2,2,2,3,4,3,3,2,3,3,3
1972,1,1,3,4,2,4,3,3,3,3,2,3,4,6,6,7,8,9,6,7,7,6,3,8,8,8,4,6,3,4,2,3,3,2,3,3,3,3,2,3,3,4
1947,1,1,2,2,1,2,1,1,2,2,4,3,5,6,6,6,8,9,9,9,9,9,0,10,8,8,4,9,1,1,1,1,1,1,2,2,3,2,2,1,1,4
1973,66,66,3,2,4,2,2,2,4,2,2,5,5,5,5,0,6,7,0,0,0,6,6,6,0,8,4,0,2,2,2,2,2,2,4,2,1,2,1,2,2,4
1996,1,1,6,4,1,2,2,3,3,3,2,4,4,6,6,6,7,8,5,6,6,6,1,10,8,5,12,6,3,3,1,3,3,3,4,2,2,2,1,5,3,5
1970,66,66,1,3,2,1,1,1,1,1,6,5,6,6,6,9,5,6,5,6,6,5,5,10,9,6,17,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1986,3,3,2,5,3,2,2,2,3,2,0,0,5,6,3,7,8,8,2,6,5,3,7,7,7,8,18,6,1,3,3,1,2,88,88,88,3,1,1,4,3,3
1983,4,4,3,1,4,2,3,4,3,5,5,6,1,6,1,2,0,7,3,5,6,9,1,9,6,4,18,4,4,1,1,4,2,3,1,3,3,4,3,2,1,3
2003,7,7,66,66,66,66,66,66,66,66,4,4,3,3,2,3,6,3,5,5,7,2,6,8,6,6,9,6,66,66,66,66,66,66,66,66,66,66,66,66,66,4
1996,2,2,1,3,1,2,1,1,2,2,1,1,3,6,5,5,9,88,6,6,7,4,5,10,7,5,8,7,2,2,1,2,2,2,3,2,3,1,1,3,2,3
1963,1,1,2,4,2,3,2,3,1,1,3,4,4,5,5,5,7,8,3,7,8,8,6,8,8,8,9,5,2,4,1,2,1,1,3,1,1,3,1,3,3,3
1955,5,66,1,1,2,1,1,2,4,2,5,4,2,6,4,0,5,6,6,7,8,5,6,5,2,6,11,8,1,1,1,2,1,1,3,2,3,1,1,1,1,2
1978,2,2,2,3,1,2,2,3,4,2,3,3,4,6,5,5,7,7,3,6,6,3,4,10,8,4,9,4,3,2,3,2,1,3,4,2,2,2,1,4,2,4
1944,77,66,4,4,3,2,1,1,2,3,3,5,4,4,4,0,6,7,5,6,7,5,0,10,5,8,4,6,3,4,1,1,1,1,4,1,1,1,2,1,1,4
1976,1,1,2,4,4,5,4,2,2,1,5,3,6,6,4,7,8,8,5,5,6,8,1,10,6,4,12,8,1,3,1,1,1,1,3,1,1,1,1,1,1,2
1982,66,66,3,4,1,4,1,1,1,3,0,0,2,0,2,5,3,5,3,4,5,10,0,5,5,7,4,1,1,4,3,1,4,1,5,1,5,2,2,2,4,3
8888,66,66,1,3,3,1,1,2,1,2,4,5,4,5,5,5,6,7,3,6,7,6,7,8,8,8,4,4,3,3,2,3,1,1,2,2,1,2,2,3,3,3
1966,1,66,4,4,3,4,2,4,3,3,0,0,3,5,5,5,5,8,6,3,6,8,3,10,4,4,17,8,3,4,4,3,4,3,5,3,3,3,3,3,4,2
1978,77,66,3,4,2,2,1,3,3,2,3,3,5,4,5,6,6,7,4,4,3,5,5,10,5,6,3,5,3,3,2,2,1,2,4,3,3,3,3,2,3,3
2001,1,1,1,2,2,2,2,1,2,1,6,5,6,6,6,8,8,8,7,8,8,8,1,9,9,7,9,7,1,1,1,1,1,2,1,1,1,1,1,2,2,3
1963,77,66,3,4,2,2,2,3,3,2,4,4,3,4,5,2,6,7,4,6,7,4,6,8,6,6,8,7,3,3,2,3,2,3,3,2,2,2,2,3,3,4
1998,66,66,1,1,1,3,1,1,4,1,6,6,3,6,6,2,4,4,2,1,5,5,3,2,2,2,9,2,4,2,1,2,3,3,1,4,2,3,1,5,1,4
1976,2,2,1,3,1,1,2,2,2,2,1,2,4,6,5,3,6,7,4,5,6,2,7,8,8,7,14,3,3,3,1,1,2,3,4,2,1,1,2,4,4,4
1979,66,66,4,3,3,3,2,4,2,2,0,2,2,3,4,2,7,9,5,6,6,88,8,2,2,6,4,6,4,4,2,3,3,2,5,2,1,2,1,1,3,4
1966,1,1,3,3,3,2,2,2,2,2,4,3,3,5,5,2,8,7,4,6,8,8,2,8,6,9,4,4,3,3,2,3,2,2,3,2,2,2,2,2,2,4
1978,66,66,1,4,4,4,4,2,1,2,4,5,6,6,6,5,5,6,1,7,8,88,10,4,6,5,4,3,2,4,3,3,3,3,6,6,6,2,2,2,2,4
1949,2,2,4,4,3,3,4,4,2,3,3,3,4,5,5,6,6,6,5,6,5,2,7,10,7,7,4,3,3,4,3,3,3,2,4,2,2,2,2,2,4,4
1998,3,66,2,6,4,3,4,3,3,4,3,3,5,5,6,7,6,7,5,6,6,1,0,8,8,7,18,6,3,5,3,2,2,1,4,3,4,2,2,2,2,4
1963,5,5,3,2,2,2,1,3,1,1,0,0,4,6,6,3,7,10,6,4,5,7,6,10,7,10,9,7,1,3,1,3,2,1,6,2,1,1,3,3,1,5
1981,4,4,5,6,2,2,2,3,5,6,0,0,4,3,3,4,4,5,1,6,6,8,0,8,6,6,9,6,1,3,1,3,2,2,6,2,4,2,2,2,2,3
1973,66,66,2,4,2,3,1,4,4,4,0,1,5,6,6,3,1,7,2,5,5,7,3,6,5,5,9,3,3,3,3,2,2,2,5,2,2,2,1,2,4,4
2001,2,2,1,4,2,2,1,2,2,3,3,4,4,6,5,6,6,9,3,7,7,2,6,5,5,8,9,6,2,3,2,3,1,1,4,3,3,2,2,2,3,4
1963,88,66,1,88,88,88,88,88,88,88,0,5,3,6,5,5,7,6,4,6,5,88,4,9,8,5,17,5,88,2,1,1,4,4,2,2,3,3,3,4,2,3
1965,3,66,2,4,2,3,1,3,3,3,2,3,4,5,4,5,2,5,1,1,1,5,5,7,5,2,4,2,2,3,2,3,2,2,4,2,2,2,2,2,3,1
1974,66,66,2,4,2,2,2,3,2,2,1,3,4,6,5,6,8,8,4,7,7,3,6,9,9,6,9,5,3,1,3,1,2,2,4,1,3,1,1,2,1,4
1964,2,2,2,2,2,1,2,2,2,2,1,3,2,6,4,2,5,7,5,88,6,7,5,9,1,6,4,8,3,1,1,3,2,1,2,2,2,2,1,2,2,4
1987,88,66,1,5,1,3,1,1,1,1,6,0,6,6,6,0,0,6,0,0,0,0,0,2,6,8,4,0,1,4,1,1,1,1,1,1,6,1,1,3,1,4
1973,66,66,3,5,3,5,3,4,3,4,3,4,2,6,5,5,6,7,0,3,3,77,5,5,5,8,4,3,3,4,2,4,4,3,4,4,4,4,3,6,5,3
1975,2,66,2,4,1,2,2,2,1,2,1,3,4,6,6,6,7,6,1,5,5,3,2,9,5,6,9,3,2,4,2,1,2,1,4,2,4,1,1,2,1,4
1969,3,66,2,6,2,2,2,2,2,2,0,3,6,5,5,4,8,9,4,7,7,6,7,8,8,8,4,8,1,2,2,1,1,2,4,2,3,1,2,2,2,4
1948,77,66,4,4,3,88,88,88,88,88,0,1,5,4,6,3,7,8,5,3,88,77,88,10,5,7,4,5,77,77,3,3,3,3,4,3,88,88,3,3,4,3
1934,77,3,4,3,2,2,2,4,3,4,1,5,4,5,8,5,8,8,88,88,88,77,88,8,88,88,2,88,3,2,2,2,2,2,4,2,2,2,3,2,3,3
1976,66,66,2,3,2,2,2,2,2,2,3,3,4,4,4,4,7,7,3,5,7,4,1,9,4,6,4,4,2,3,3,3,2,2,4,3,3,3,2,2,4,4
1980,66,66,3,2,3,3,3,2,3,2,4,5,5,8,2,0,0,0,0,0,0,88,4,0,0,8,4,0,2,2,2,2,2,2,3,2,2,2,3,2,2,4
1941,66,66,2,4,3,2,2,2,3,2,6,3,4,4,5,0,3,5,0,1,2,5,7,8,1,8,3,2,3,3,3,2,3,2,2,3,3,2,2,2,2,4
1991,88,66,4,4,2,4,2,4,4,2,3,1,5,6,6,7,6,7,5,6,6,6,6,10,10,7,17,6,2,4,3,3,3,3,4,3,3,2,2,2,3,3
1960,4,4,3,3,3,3,2,2,3,2,3,4,3,6,6,3,6,6,5,5,8,7,4,10,10,5,9,5,3,3,2,3,2,3,3,2,3,3,2,3,2,3
1967,1,66,2,4,1,3,2,3,4,2,0,0,6,8,5,6,7,8,6,8,8,88,6,6,6,6,9,7,1,4,2,1,1,1,5,3,4,2,1,1,4,4
